"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Items:Armor","World Save Loader","SerializationConflict","Data/Scripts/Items/Armor/Royal/RoyalBoots.cs:Server.Items.RoyalBoots:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Armor","World Save Loader","SerializationConflict","Data/Scripts/Items/Armor/Shields/BaseShield.cs:Server.Items.BaseShield:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/BaseDockedBoat.cs:Server.Multis.BaseDockedBoat:Switch:CountMismatch:Writes=3;Reads=4","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/BoatBuild.cs:Server.Items.BoatBuild:SuspiciousOrder:CountMatchNeedsTypeReview:UnknownWrites=3","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/CarpetBuild.cs:Server.Items.CarpetBuild:SuspiciousOrder:CountMatchNeedsTypeReview:UnknownWrites=2","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.ShipEW:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.ShipNS:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.VesselsEW:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.VesselsNS:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.WreckEW:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Boats","World Save Loader","SerializationConflict","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.WreckNS:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/BaseBook.cs:Server.Items.BaseBook:SwitchGotoCase:CountMismatch:Writes=5;Reads=10","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/BaseBook.cs:Server.Items.BookPageInfo:NoVersionFound:CountMismatch:Writes=2;Reads=0","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.AlchemicalElixirs:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.AlchemicalMixtures:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.BookBottleCity:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.BookGuideToAdventure:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.BookofDeadClue:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.BookOfPoisons:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.CBookDruidicHerbalism:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.CBookElvesandOrks:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.CBookNecroticAlchemy:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.CBookTheLostTribeofSosaria:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.CBookTombofDurmas:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.FamiliarClue:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.GoldenRangers:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.GreyJournal:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.LearnTitles:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.LearnTraps:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.LillyBook:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.LodorBook:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.LoreGuidetoAdventure:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.MagestykcClueBook:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.RuneJournal:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.TendrinsJournal:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/DynamicBook.cs:Server.Items.WorkShoppes:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/LoreBook.cs:Server.Items.LoreBook:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/MerchantsBook.cs:Server.Items.MerchantsBook:SuspiciousOrder:CountMatchNeedsTypeReview:UnknownWrites=5","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/PowerScrolls/PowerScroll.cs:Server.Items.PowerScroll:WriteVersionOnly:CountMismatch:Writes=0;Reads=1","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Books","World Save Loader","SerializationConflict","Data/Scripts/Items/Books/SwordsAndShackles.cs:Server.Items.SwordsAndShackles:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/BaseClothing.cs:Unknown:SwitchGotoCase:CountMismatch:Writes=7;Reads=11","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/Cloaks.cs:Server.Items.Cloak:Switch:CountMismatch:Writes=4;Reads=3","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/OuterTorso.cs:Server.Items.Robe:Switch:CountMismatch:Writes=4;Reads=3","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/Shoes.cs:Server.Items.BaseShoes:Switch:CountMismatch:Writes=0;Reads=1","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/Shoes.cs:Server.Items.ElvenBoots:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/Shoes.cs:Server.Items.JesterShoes:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Clothing","World Save Loader","SerializationConflict","Data/Scripts/Items/Clothing/Shoes.cs:Server.Items.ThighBoots:Switch:CountMismatch:Writes=4;Reads=3","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/AlchemistTableEastAddon.cs:Server.Items.AlchemistTableEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/AlchemistTableEastAddon.cs:Server.Items.AlchemistTableEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/AlchemistTableSouthAddon.cs:Server.Items.AlchemistTableSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/AlchemistTableSouthAddon.cs:Server.Items.AlchemistTableSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcaneBookshelfEastAddon.cs:Server.Items.ArcaneBookshelfEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcaneBookshelfEastAddon.cs:Server.Items.ArcaneBookshelfEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcaneBookshelfSouthAddon.cs:Server.Items.ArcaneBookshelfSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcaneBookshelfSouthAddon.cs:Server.Items.ArcaneBookshelfSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcaneCircleAddon.cs:Server.Items.ArcaneCircleAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcaneCircleAddon.cs:Server.Items.ArcaneCircleDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcanistStatueEastAddon.cs:Server.Items.ArcanistStatueEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcanistStatueEastAddon.cs:Server.Items.ArcanistStatueEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcanistStatueSouthAddon.cs:Server.Items.ArcanistStatueSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ArcanistStatueSouthAddon.cs:Server.Items.ArcanistStatueSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/BallotBox.cs:Server.Items.BallotBox:NoVersionFound:CountMatchNeedsTypeReview:UnknownWrites=2","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/BallotBox.cs:Server.Items.BallotBoxAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/BallotBox.cs:Server.Items.BallotBoxDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/DartBoard.cs:Server.Items.DartBoard:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/DartBoard.cs:Server.Items.DartBoardEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/DartBoard.cs:Server.Items.DartBoardEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/DartBoard.cs:Server.Items.DartBoardSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/DartBoard.cs:Server.Items.DartBoardSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenBedEastAddon.cs:Server.Items.ElvenBedEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenBedEastAddon.cs:Server.Items.ElvenBedEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenBedSouthAddon.cs:Server.Items.ElvenBedSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenBedSouthAddon.cs:Server.Items.ElvenBedSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenDresserEastAddon.cs:Server.Items.ElvenDresserEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenDresserEastAddon.cs:Server.Items.ElvenDresserEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenDresserSouthAddon.cs:Server.Items.ElvenDresserSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenDresserSouthAddon.cs:Server.Items.ElvenDresserSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenForgeAddon.cs:Server.Items.ElvenForgeAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenForgeAddon.cs:Server.Items.ElvenForgeDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenLoveseatEastAddon.cs:Server.Items.ElvenLoveseatEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenLoveseatEastAddon.cs:Server.Items.ElvenLoveseatEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenLoveseatSouthAddon.cs:Server.Items.ElvenLoveseatSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenLoveseatSouthAddon.cs:Server.Items.ElvenLoveseatSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelEastAddon.cs:Server.Items.ElvenSpinningwheelEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelEastAddon.cs:Server.Items.ElvenSpinningwheelEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelSouthAddon.cs:Server.Items.ElvenSpinningwheelSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelSouthAddon.cs:Server.Items.ElvenSpinningwheelSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenStoveEastAddon.cs:Server.Items.ElvenStoveEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenStoveEastAddon.cs:Server.Items.ElvenStoveEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenStoveSouthAddon.cs:Server.Items.ElvenStoveSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenStoveSouthAddon.cs:Server.Items.ElvenStoveSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenWashbasinEastAddon.cs:Server.Items.ElvenWashBasinEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenWashbasinEastAddon.cs:Server.Items.ElvenWashBasinEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenWashbasinSouthAddon.cs:Server.Items.ElvenWashBasinSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/ElvenWashbasinSouthAddon.cs:Server.Items.ElvenWashBasinSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/FancyElvenTableEastAddon.cs:Server.Items.FancyElvenTableEastAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/FancyElvenTableEastAddon.cs:Server.Items.FancyElvenTableEastDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/FancyElvenTableSouthAddon.cs:Server.Items.FancyElvenTableSouthAddon:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/FancyElvenTableSouthAddon.cs:Server.Items.FancyElvenTableSouthDeed:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/GiantWebs.cs:Server.Items.GiantWeb1:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/GiantWebs.cs:Server.Items.GiantWeb2:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/GiantWebs.cs:Server.Items.GiantWeb3:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/GiantWebs.cs:Server.Items.GiantWeb4:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/GiantWebs.cs:Server.Items.GiantWeb5:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/GiantWebs.cs:Server.Items.GiantWeb6:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/JackOLantern.cs:Server.Items.JackOLantern:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/LargeStoneTableEastAddon.cs:Server.Items.LargeStoneTableEastAddon:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/LargeStoneTableSouthAddon.cs:Server.Items.LargeStoneTableSouthAddon:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Construction","World Save Loader","SerializationConflict","Data/Scripts/Items/Construction/Addons/MediumStoneTableEastAddon.cs:Server.Items.MediumStoneTableEastAddon:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
