"FindingId","Track","System","File","Evidence","Impact","Severity","Recommendation","Verification","SourceRegister","ReviewStatus","Notes"
"P10-F00488","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Serialize:L67;Deserialize:L74;SerialCtor:L64; class=Server.Items.GiantWeb2; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00489","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Serialize:L103;Deserialize:L110;SerialCtor:L100; class=Server.Items.GiantWeb3; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00490","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Serialize:L139;Deserialize:L146;SerialCtor:L136; class=Server.Items.GiantWeb4; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00491","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Serialize:L175;Deserialize:L182;SerialCtor:L172; class=Server.Items.GiantWeb5; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00492","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Serialize:L211;Deserialize:L218;SerialCtor:L208; class=Server.Items.GiantWeb6; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00493","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/JackOLantern.cs","Serialize:L56;Deserialize:L63;SerialCtor:L53; class=Server.Items.JackOLantern; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00494","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/LargeStoneTableEastAddon.cs","Serialize:L34;Deserialize:L41;SerialCtor:L31;VersionWrite:L38;VersionRead:L45; class=Server.Items.LargeStoneTableEastAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00495","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/LargeStoneTableSouthAddon.cs","Serialize:L34;Deserialize:L41;SerialCtor:L31;VersionWrite:L38;VersionRead:L45; class=Server.Items.LargeStoneTableSouthAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00496","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/MediumStoneTableEastAddon.cs","Serialize:L33;Deserialize:L40;SerialCtor:L30;VersionWrite:L37;VersionRead:L44; class=Server.Items.MediumStoneTableEastAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00497","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/MediumStoneTableSouthAddon.cs","Serialize:L33;Deserialize:L40;SerialCtor:L30;VersionWrite:L37;VersionRead:L44; class=Server.Items.MediumStoneTableSouthAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00498","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/OrnateElvenTableEastAddon.cs","Serialize:L24;Deserialize:L31;SerialCtor:L21; class=Server.Items.OrnateElvenTableEastAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00499","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/OrnateElvenTableEastAddon.cs","Serialize:L56;Deserialize:L63;SerialCtor:L53; class=Server.Items.OrnateElvenTableEastDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00500","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/OrnateElvenTableSouthAddon.cs","Serialize:L24;Deserialize:L31;SerialCtor:L21; class=Server.Items.OrnateElvenTableSouthAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00501","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/OrnateElvenTableSouthAddon.cs","Serialize:L56;Deserialize:L63;SerialCtor:L53; class=Server.Items.OrnateElvenTableSouthDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00502","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/ParrotPerchAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.ParrotPerchAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00503","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/ParrotPerchAddon.cs","Serialize:L54;Deserialize:L61;SerialCtor:L51; class=Server.Items.ParrotPerchDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00504","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/PyramidAddon.cs","Serialize:L47;Deserialize:L54;SerialCtor:L44; class=Server.Items.PyramidAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00505","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/SerpentPillarAddon.cs","Serialize:L38;Deserialize:L45;SerialCtor:L35; class=Server.Items.SerpentPillarAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00506","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/SkullPileAddon.cs","Serialize:L28;Deserialize:L35;SerialCtor:L25; class=Server.Items.SkullPileAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00507","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/SquirrelStatueEastAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.SquirrelStatueEastAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00508","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/SquirrelStatueEastAddon.cs","Serialize:L54;Deserialize:L61;SerialCtor:L51; class=Server.Items.SquirrelStatueEastDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00509","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/SquirrelStatueSouthAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.SquirrelStatueSouthAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00510","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/SquirrelStatueSouthAddon.cs","Serialize:L54;Deserialize:L61;SerialCtor:L51; class=Server.Items.SquirrelStatueSouthDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00511","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/TallElvenBedEastAddon.cs","Serialize:L25;Deserialize:L32;SerialCtor:L22; class=Server.Items.TallElvenBedEastAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00512","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/TallElvenBedEastAddon.cs","Serialize:L57;Deserialize:L64;SerialCtor:L54; class=Server.Items.TallElvenBedEastDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00513","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/TallElvenBedSouthAddon.cs","Serialize:L25;Deserialize:L32;SerialCtor:L22; class=Server.Items.TallElvenBedSouthAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00514","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/TallElvenBedSouthAddon.cs","Serialize:L57;Deserialize:L64;SerialCtor:L54; class=Server.Items.TallElvenBedSouthDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00515","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/WarriorStatueEastAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.WarriorStatueEastAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00516","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/WarriorStatueEastAddon.cs","Serialize:L54;Deserialize:L61;SerialCtor:L51; class=Server.Items.WarriorStatueEastDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00517","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/WarriorStatueSouthAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.WarriorStatueSouthAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00518","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/WarriorStatueSouthAddon.cs","Serialize:L54;Deserialize:L61;SerialCtor:L51; class=Server.Items.WarriorStatueSouthDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00519","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/WaterVat.cs","Serialize:L36;Deserialize:L43;SerialCtor:L33; class=Server.Items.WaterVatEast; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00520","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Addons/WaterVat.cs","Serialize:L81;Deserialize:L88;SerialCtor:L78; class=Server.Items.WaterVatSouth; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00521","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Chairs/Chairs.cs","Serialize:L205;Deserialize:L212;SerialCtor:L202; class=Server.Items.BigElvenChair; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00522","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Chairs/Chairs.cs","Serialize:L232;Deserialize:L239;SerialCtor:L229; class=Server.Items.ElvenReadingChair; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00523","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Chairs/Chairs.cs","Serialize:L178;Deserialize:L185;SerialCtor:L175; class=Server.Items.OrnateElvenChair; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00524","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Signs/BaseSign.cs","Serialize:L17;Deserialize:L24;SerialCtor:L14;VersionWrite:L21;VersionRead:L28; class=Server.Items.BaseSign; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00525","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/DarkBrownTreeAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.DarkBrownTreeAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00526","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/DarkBrownTreeAddon.cs","Serialize:L53;Deserialize:L60;SerialCtor:L50; class=Server.Items.DarkBrownTreeDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00527","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/GreyTreeAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.GreyTreeAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00528","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/GreyTreeAddon.cs","Serialize:L53;Deserialize:L60;SerialCtor:L50; class=Server.Items.GreyTreeDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00529","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/LightBrownTreeAddon.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.LightBrownTreeAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00530","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/LightBrownTreeAddon.cs","Serialize:L53;Deserialize:L60;SerialCtor:L50; class=Server.Items.LightBrownTreeDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00531","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/PearTreeAddon.cs","Serialize:L28;Deserialize:L35;SerialCtor:L25; class=Server.Items.PearTreeAddon; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00532","10.2 Serialization Order And Versioning","Items:Construction","Data/Scripts/Items/Construction/Trees/PearTreeAddon.cs","Serialize:L67;Deserialize:L74;SerialCtor:L58; class=Server.Items.PearTreeDeed; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00533","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L1431;Deserialize:L1437;SerialCtor:L1427;VersionWrite:L1434;VersionRead:L1440; class=Server.Items.ArmsBarrel; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00534","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L172;Deserialize:L177;SerialCtor:L168; class=Server.Items.BaseContainer; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00535","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L1372;Deserialize:L1378;SerialCtor:L1368;VersionWrite:L1375;VersionRead:L1381; class=Server.Items.IronSafe; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00536","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L871;Deserialize:L877;SerialCtor:L860;VersionWrite:L874;VersionRead:L880; class=Server.Items.LargeSack; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00537","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L1343;Deserialize:L1349;SerialCtor:L1339;VersionWrite:L1346;VersionRead:L1352; class=Server.Items.MetalSafe; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00538","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L1401;Deserialize:L1407;SerialCtor:L1397;VersionWrite:L1404;VersionRead:L1410; class=Server.Items.MetalVault; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00539","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L1460;Deserialize:L1466;SerialCtor:L1456;VersionWrite:L1463;VersionRead:L1469; class=Server.Items.NecromancerBarrel; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00540","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2278;Deserialize:L2284;SerialCtor:L2274;VersionWrite:L2281;VersionRead:L2287; class=Server.Items.RockUrn; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00541","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2307;Deserialize:L2313;SerialCtor:L2303;VersionWrite:L2310;VersionRead:L2316; class=Server.Items.RockVase; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00542","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L906;Deserialize:L912;SerialCtor:L895;VersionWrite:L909;VersionRead:L915; class=Server.Items.RuggedBackpack; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00543","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2249;Deserialize:L2255;SerialCtor:L2245;VersionWrite:L2252;VersionRead:L2258; class=Server.Items.StoneCasket; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00544","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2220;Deserialize:L2226;SerialCtor:L2216;VersionWrite:L2223;VersionRead:L2229; class=Server.Items.StoneCoffin; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00545","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2363;Deserialize:L2369;SerialCtor:L2359;VersionWrite:L2366;VersionRead:L2372; class=Server.Items.StoneOrnateTallVase; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00546","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2335;Deserialize:L2341;SerialCtor:L2331;VersionWrite:L2338;VersionRead:L2344; class=Server.Items.StoneOrnateUrn; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
