"IntakeId","SourceBatchId","IntakeStatus","InterviewStatus","BehaviorToChange","System","ExpectedFiles","MustStayUnchanged","FenceResult","GateApprovalStatus","RequiredApproval","ReadyGoalCommand","SourceEditsMade","ReviewedAt","Notes"
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-079","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-acid and deleted-target guards to BottleOfAcid.OnDoubleClick and UnlockTarget.OnTarget.","Items:Potions / Special / BottleOfAcid","Data/Scripts/Items/Potions/Special/BottleOfAcid.cs","Backpack message 1060640; target range 1; CheckLOS; lock/trap and dungeon-door eligibility; house door and BookBox rejection; Head skull conversion; Bottle/Jar return; sound/reveal behavior; m_Key.Consume behavior; messages; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for BottleOfAcid.cs=0; active overlay BottleOfAcid matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-079 BottleOfAcid Guard Repair","Yes","2026-06-28T01:29:37-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-079-bottleofacid-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-080","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-deed guards to RepairDeed.OnDoubleClick and Check.","Items:Trades / Misc / RepairDeed","Data/Scripts/Items/Trades/Misc/RepairDeed.cs","Backpack message 1047012; Repair.Do call; VerifyRegion behavior; nearby craft-station messages; skill type table; crafter/name properties; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for RepairDeed.cs=0; active overlay RepairDeed matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-080 RepairDeed Guard Repair","Yes","2026-06-28T01:34:36-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-080-repairdeed-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-081","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-bundle guards to ManyArrows100, ManyArrows1000, ManyBolts100, and ManyBolts1000 OnDoubleClick paths.","Items:Explorers / ArrowsAndBolts","Data/Scripts/Items/Explorers/ArrowsAndBolts.cs","Backpack failure message; Arrow(100); Arrow(1000); Bolt(100); Bolt(1000); AddToBackpack behavior; PrivateOverheadMessage text, hue, and message type; bundle Delete behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for ArrowsAndBolts.cs=0; active overlay ArrowsAndBolts matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-081 ArrowsAndBolts Guard Repair","Yes","2026-06-28T01:40:13-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-081-arrowsandbolts-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-082","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-deed/deleted-target guards to ClothingBlessDeed.OnDoubleClick and ClothingBlessTarget.OnTarget.","Items:Deeds / ClothingBlessDeed","Data/Scripts/Items/Deeds/ClothingBlessDeed.cs","Localized messages 1042001, 1005018, 1005019, 1045113, 1045114, 500509, and 1010026; BaseClothing/MagicCloak/MagicRobe/MagicBoots eligibility; arcane/already-blessed/non-regular/insurance/root-parent rejection rules; LootType.Blessed assignment; source deed Delete behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for ClothingBlessDeed.cs=0; active overlay ClothingBlessDeed matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-082 ClothingBlessDeed Guard Repair","Yes","2026-06-28T01:50:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-082-clothingblessdeed-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-083","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-deed/gump-response guards to HairRestylingDeed.OnDoubleClick and InternalGump.OnResponse.","Items:Deeds / HairRestylingDeed","Data/Scripts/Items/Deeds/HairRestylingDeed.cs","Localized message 1042001; InternalGump layout arrays and button IDs; HumanArray/ElvenArray hair IDs; PlayerMobile.SetHairMods, HairItemID, RecordsHair behavior; source deed Delete behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for HairRestylingDeed.cs=0; active overlay HairRestylingDeed matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-083 HairRestylingDeed Guard Repair","Yes","2026-06-28T01:59:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-083-hairrestylingdeed-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-084","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion guards to PotionOfWisdom.OnDoubleClick.","Items:Potions / Special / PotionOfWisdom","Data/Scripts/Items/Potions/Special/PotionOfWisdom.cs","Localized message 1060640; StatCap > RawStatTotal gate; Utility.RandomMinMax thresholds; EnhancePotions contribution; AvailPoints calls; RawInt increment; success/no-effect messages; BasePotion.PlayDrinkEffect; this.Consume behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for PotionOfWisdom.cs=0; active overlay PotionOfWisdom matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-084 PotionOfWisdom Guard Repair","Yes","2026-06-28T02:07:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-084-potionofwisdom-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-085","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion guards to PotionOfMight.OnDoubleClick.","Items:Potions / Special / PotionOfMight","Data/Scripts/Items/Potions/Special/PotionOfMight.cs","Localized message 1060640; StatCap > RawStatTotal gate; Utility.RandomMinMax thresholds; EnhancePotions contribution; AvailPoints calls; RawStr increment; success/no-effect messages; BasePotion.PlayDrinkEffect; this.Consume behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for PotionOfMight.cs=0; active overlay PotionOfMight matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-085 PotionOfMight Guard Repair","Yes","2026-06-28T02:12:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-085-potionofmight-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-086","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion guards to PotionOfDexterity.OnDoubleClick.","Items:Potions / Special / PotionOfDexterity","Data/Scripts/Items/Potions/Special/PotionOfDexterity.cs","Localized message 1060640; StatCap > RawStatTotal gate; Utility.RandomMinMax thresholds; EnhancePotions contribution; AvailPoints calls; RawDex increment; success/no-effect messages; BasePotion.PlayDrinkEffect; this.Consume behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for PotionOfDexterity.cs=0; active overlay PotionOfDexterity matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-086 PotionOfDexterity Guard Repair","Yes","2026-06-28T02:16:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-086-potionofdexterity-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-087","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion guards to HairDyePotion.Drink.","Items:Potions / Special / HairDyePotion","Data/Scripts/Items/Potions/Special/HairDyePotion.cs","Race restriction message; backpack failure message; neutral hue restore behavior; dyed hue assignment behavior; hair and facial hair hue behavior; ConsumeCharge, RevealingAction, BasePotion.PlayDrinkEffect, sound, and potion.Consume behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for HairDyePotion.cs=0; active overlay HairDyePotion matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-087 HairDyePotion Guard Repair","Yes","2026-06-28T02:26:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-087-hairdyepotion-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-088","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-bottle guards to HairDyeBottle.OnDoubleClick.","Items:Potions / Special / HairDyeBottle","Data/Scripts/Items/Potions/Special/HairDyeBottle.cs","Race restriction message; backpack failure message; neutral hue restore behavior; dyed hue assignment behavior; hair and facial hair hue behavior; sound 0x5A4; this.Delete behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for HairDyeBottle.cs=0; active overlay HairDyeBottle matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-088 HairDyeBottle Guard Repair","Yes","2026-06-28T02:31:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-088-hairdyebottle-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-089","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion guards to GenderPotion.OnDoubleClick.","Items:Potions / Special / GenderPotion","Data/Scripts/Items/Potions/Special/GenderPotion.cs","Race restriction message; backpack failure message; Body and BodyValue values 0x190/0x191; Female flag; AssignRandomHair behavior; facial hair item ID behavior; RecordsHair behavior; messages; sound; this.Delete and AddToBackpack(new Bottle()) behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for GenderPotion.cs=0; active overlay GenderPotion matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-089 GenderPotion Guard Repair","Yes","2026-06-28T02:35:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-089-genderpotion-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-090","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion guards to NecroSkinPotion.OnDoubleClick.","Items:Potions / Special / NecroSkinPotion","Data/Scripts/Items/Potions/Special/NecroSkinPotion.cs","Race restriction message; backpack failure message; hue values 0x47E and 0xB70; RecordSkinColor, RecordHairColor, and RecordBeardColor restore behavior; Necromancy >=100 gate; thirst fallback; this.Delete and AddToBackpack(new Jar()) behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for NecroSkinPotion.cs=0; active overlay NecroSkinPotion matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-090 NecroSkinPotion Guard Repair","Yes","2026-06-28T02:39:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-090-necroskinpotion-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-091","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-potion and gump-response guards to HairOilPotion.Drink and PotionGump.OnResponse.","Items:Potions / Special / HairOilPotion","Data/Scripts/Items/Potions/Special/HairOilPotion.cs","Race restriction message; backpack localized message 1060640; PotionGump layout and button IDs; male/female hair IDs; ConsumeCharge, RevealingAction, BasePotion.PlayDrinkEffect, sound, consume, hair mutation, and success message behavior; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for HairOilPotion.cs=0; active overlay HairOilPotion matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-091 HairOilPotion Guard Repair","Yes","2026-06-28T02:44:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-091-hairoilpotion-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-092","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-stone/deleted-target guards to HueStone.OnDoubleClick and WHueTarget.OnTarget.","Items:Misc / Dyes / HueStone","Data/Scripts/Items/Misc/Dyes/HueStone.cs","NCharges semantics; 500 Gold charge cost; Gold delete/amount reduction; hue cycle and stone names; item-in-pack rule; charge decrement; RevealingAction; sounds 0x1FA and 0x2E6; messages; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for HueStone.cs=0; active overlay HueStone matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-092 HueStone Guard Repair","Yes","2026-06-28T02:49:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-092-huestone-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-093","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-drink guards to BloodyDrink.OnDoubleClick.","Items:Food / BloodDrink","Data/Scripts/Items/Food/BloodDrink.cs","BloodDrinker eligibility; backpack message; Hunger += 3; Thirst += 3; full-state clamp; Consume; sound 0x2D6; human animation; AwardKarma -50; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for BloodDrink.cs=0; active overlay BloodDrink matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-093 BloodDrink Guard Repair","Yes","2026-06-28T02:56:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-093-blooddrink-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-094","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-food guards to FreshBrain.OnDoubleClick.","Items:Food / FreshBrain","Data/Scripts/Items/Food/FreshBrain.cs","BrainEater eligibility; backpack message; Thirst=20; Hunger += 3; full-state clamp; Consume; random eat sound; human animation; AwardKarma -50; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for FreshBrain.cs=0; active overlay FreshBrain matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-094 FreshBrain Guard Repair","Yes","2026-06-28T03:02:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-094-freshbrain-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-095","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-food guards to TastyHeart.OnDoubleClick.","Items:Food / TastyHeart","Data/Scripts/Items/Food/TastyHeart.cs","Backpack message; BloodDrinker/BrainEater branches; Hunger += 3; Thirst += 3 for special races; Consume; random eat sound; human animation; Tasting heal; AwardKarma -50; HeartName serialization; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for TastyHeart.cs=0; active overlay TastyHeart matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-095 TastyHeart Guard Repair","Yes","2026-06-28T03:07:13-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-095-tastyheart-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-096","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-food guards to BakedBread.OnDoubleClick.","Items:Food / BakedBread","Data/Scripts/Items/Food/BakedBread.cs","Backpack message; BloodDrinker/BrainEater rejection; Hunger += 3; localized food messages; Consume; random eat sound; human animation; Tasting heal and poison cure; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for BakedBread.cs=0; active overlay BakedBread matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-096 BakedBread Guard Repair","Yes","2026-06-28T03:11:22-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-096-bakedbread-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-097","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-flask guards to WaterFlask.OnDoubleClick before drink helper dispatch.","Items:Food / WaterFlask","Data/Scripts/Items/Food/WaterFlask.cs","DrinkingFunctions.OnDrink dispatch; drink/fill semantics; item reset in Deserialize; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for WaterFlask.cs=0; active overlay WaterFlask matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-097 WaterFlask Guard Repair","Yes","2026-06-28T03:14:44-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-097-waterflask-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-098","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-vial guards to WaterVial.OnDoubleClick before drink helper dispatch.","Items:Food / WaterVial","Data/Scripts/Items/Food/WaterVial.cs","DrinkingFunctions.OnDrink dispatch; drink/fill semantics; item reset in Deserialize; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for WaterVial.cs=0; active overlay WaterVial matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-098 WaterVial Guard Repair","Yes","2026-06-28T03:18:09-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-098-watervial-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-099","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/backpack/source-wool/target/dye-sender guards to Wool interactions.","Items:Trades / Tailor Resources / Wool","Data/Scripts/Items/Trades/Resources/Tailor/Wool.cs","Backpack message 1042001; spinning-wheel prompt 502655; target range 3; Wool.OnSpun output yarn.Amount*3; DarkYarn hue copy; yarn Delete; AddToBackpack result; message 1010576; TaintedWool.OnSpun callback; valid-state Dye Hue=sender.DyedHue; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for Wool.cs=0; active overlay Wool matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-099 Wool Guard Repair","Yes","2026-06-28T03:24:07-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-099-wool-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-100","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-cotton/backpack/target/dye-sender guards to Cotton interactions.","Items:Trades / Tailor Resources / Cotton","Data/Scripts/Items/Trades/Resources/Tailor/Cotton.cs","Movable gate; controlled BaseCreature access rule; prompt 502655; inaccessible message 500447; backpack message 1042001; target range 3; Cotton.OnSpun output yarn.Amount*6; SpoolOfThread hue copy; yarn Delete; AddToBackpack result; message 1010577; valid-state Dye Hue=sender.DyedHue; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for Cotton.cs=0; active overlay Cotton matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-100 Cotton Guard Repair","Yes","2026-06-28T03:28:09-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-100-cotton-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-101","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-flax/backpack/target guards to Flax interactions.","Items:Trades / Tailor Resources / Flax","Data/Scripts/Items/Trades/Resources/Tailor/Flax.cs","Movable gate; controlled BaseCreature access rule; prompt 502655; inaccessible message 500447; backpack message 1042001; target range 3; Flax.OnSpun output yarn.Amount*6; SpoolOfThread hue copy; yarn Delete; AddToBackpack result; message 1010577; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for Flax.cs=0; active overlay Flax matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-101 Flax Guard Repair","Yes","2026-06-28T03:32:15-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-101-flax-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-102","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-cloth-material/backpack/target/dye-sender guards to BaseClothMaterial interactions.","Items:Trades / Tailor Resources / YarnsAndThreads","Data/Scripts/Items/Trades/Resources/Tailor/YarnsAndThreads.cs","Backpack message 1042001; loom prompt 500366; target range 3; loom Phase math; material Delete; BoltOfCloth amount/hue copy; AddToBackpack result; messages 500368 and incomplete-cloth note; valid-state Dye Hue=sender.DyedHue; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for YarnsAndThreads.cs=0; active overlay YarnsAndThreads matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-102 YarnsAndThreads Guard Repair","Yes","2026-06-28T03:36:17-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-102-yarnsandthreads-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-103","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-brush/backpack/target guards to PolishBoneBrush interactions.","Items:Trades / Tailor Resources / PolishBoneBrush","Data/Scripts/Items/Trades/Resources/Tailor/PolishBoneBrush.cs","Backpack message 1042001; prompt Which bones do you want to polish?; target range 1; in-pack-only bone rule; container rejection; valid bone/skull item IDs; output counts; messages; PolishedBone and PolishedSkull creation; RevealingAction; sound 0x04F; target bone Delete; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for PolishBoneBrush.cs=0; active overlay PolishBoneBrush matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-103 PolishBoneBrush Guard Repair","Yes","2026-06-28T03:40:48-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-103-polishbonebrush-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-104","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-cloth/dye-sender/scissors guards to Cloth dye, fold, and scissor interactions.","Items:Trades / Tailor Resources / Cloth","Data/Scripts/Items/Trades/Resources/Tailor/Cloth.cs","Valid-state Dye Hue=sender.DyedHue; UncutCloth(Amount) fold output; hue copy; AddToBackpack result; fold message; source cloth Delete; CanSee rule; ScissorHelper(from, new Bandage(), 1); OnSingleClick labels; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for Cloth.cs=0; active overlay Cloth matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-104 Cloth Guard Repair","Yes","2026-06-28T03:48:30-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-104-cloth-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-105","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-bolt/dye-sender/scissors guards to BoltOfCloth dye and scissor interactions.","Items:Trades / Tailor Resources / BoltOfCloth","Data/Scripts/Items/Trades/Resources/Tailor/BoltOfCloth.cs","Valid-state Dye Hue=sender.DyedHue; CanSee rule; ScissorHelper(from, new Cloth(), 50); OnSingleClick amount*50 labels; Deserialize ItemID reset; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for BoltOfCloth.cs=0; active overlay BoltOfCloth matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-105 BoltOfCloth Guard Repair","Yes","2026-06-28T03:53:00-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-105-boltofcloth-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-106","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-uncut-cloth/dye-sender/scissors guards to UncutCloth dye and scissor interactions.","Items:Trades / Tailor Resources / UncutCloth","Data/Scripts/Items/Trades/Resources/Tailor/UncutCloth.cs","Valid-state Dye Hue=sender.DyedHue; CanSee rule; ScissorHelper(from, new Bandage(), 1); OnSingleClick labels; Deserialize ItemID/name reset; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for UncutCloth.cs=0; active overlay UncutCloth matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-106 UncutCloth Guard Repair","Yes","2026-06-28T03:57:30-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-106-uncutcloth-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-107","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-ore/backpack/region guards to CaddelliteOre OnDoubleClick.","Items:Trades / Blacksmithing Resources / CaddelliteOre","Data/Scripts/Items/Trades/Resources/Blacksmithing/CaddelliteOre.cs","Backpack failure message; master blacksmith requirement; Great Dwarven Forge region requirement and not-in-forge failure message; sound 0x208; animation 11,5,1,true,false,0; success message; CaddelliteIngot(this.Amount); AddToBackpack; source Delete; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for CaddelliteOre.cs=0; active overlay CaddelliteOre matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-107 CaddelliteOre Guard Repair","Yes","2026-06-28T04:07:14-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-107-caddelliteore-guard-repair-closeout.md."
"SOURCE-BATCH-INTAKE","SOURCE-BATCH-108","SourceBatchCommitted","InterviewComplete","Add stale/null/mobile/source-stones/backpack guards to RareMetals OnDoubleClick.","Items:Trades / Blacksmithing Resources / RareMetals","Data/Scripts/Items/Trades/Resources/Blacksmithing/RareMetals.cs","Backpack localized message 1060640; forge requirement and message; Blacksmith Value >= 50 threshold; all stone-name-to-ingot mappings; ingot.Amount = this.Amount; AddToBackpack; sound 0x208; success message; source Delete; serialization layout/versioning; namespace/type/file layout; project/config/data files.","POST-BATCH-Y gate hits for RareMetals.cs=0; active overlay RareMetals matches=0; no gated approval crossed.","NotRequiredForNonGatedTarget","None beyond normal POST-BATCH-Y and active-overlay preflight.","/goal SOURCE-BATCH-108 RareMetals Guard Repair","Yes","2026-06-28T04:12:04-05:00","Implemented and closed in docs/codebase-audit/outputs/source-batch-108-raremetals-guard-repair-closeout.md."
