"System","File","Line","GumpHook","Guards","Risk","Evidence","NeedsBoundsReview","NeedsNullStateReview"
"Items:Gifts","Data/Scripts/Items/Gifts/ShadowDeeds/EShadowBanner.cs","160","OnResponse","BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/AdvertiserVendor.cs","608","OnResponse","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/HouseFoundation.cs","2321","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/HousePlacementTool.cs","92","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/HousePlacementTool.cs","214","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/InteriorDecorator.cs","178","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/TavernTable.cs","538","OnResponse","AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/GumpPlusLight.cs","290","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/Monopoly/Misc/GumpResponse.cs","96","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","gump.OnResponse(state, new RelayInfo(buttonID, switches, textEntries));","No","No"
"Housing","Data/Scripts/Items/Houses/Remodeling/Gumps/ConfirmRemoveGump.cs","42","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/Remodeling/Gumps/LawnGump.cs","317","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/Remodeling/Gumps/LawnSecurityGump.cs","75","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/Remodeling/Gumps/ShantyGump.cs","314","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Houses/Remodeling/Gumps/ShantySecurityGump.cs","75","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/ManualOfItems.cs","502","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/WeaponRenamingTool.cs","140","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState state, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs","539","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","492","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/God/LegendaryArtifactRename.cs","153","OnResponse","AccessGuard;NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(Mobile from, string text)","Yes","No"
"Items:Magical","Data/Scripts/Items/Magical/God/LegendsBook.cs","429","OnResponse","BoundsGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","539","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Magical","Data/Scripts/Items/Magical/God/Gumps/LevelUpAcceptGump.cs","58","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/HairDye.cs","149","OnResponse","BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState from, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Key.cs","341","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","224","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","OnResponse(from, """");","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","227","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","299","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","OnResponse(from, """");","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","302","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","407","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","382","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PromotionalToken.cs","107","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/PublicMoongate.cs","484","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/SpecialBeardDye.cs","143","OnResponse","BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState from, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/SpecialHairDye.cs","143","OnResponse","BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState from, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/WindChimes.cs","116","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Dyes/CustomHuePicker.cs","228","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/BlackJack.cs","3003","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/HiLoCards.cs","1634","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/DandD/DungeonMastersGuide.cs","83","OnResponse","PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/LiarsDice/Gumps/CallBluffGump.cs","115","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/LiarsDice/Gumps/ExitDiceGump.cs","34","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/LiarsDice/Gumps/GameDiceGump.cs","171","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/LiarsDice/Gumps/NewDiceGameGump.cs","38","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Misc","Data/Scripts/Items/Misc/Games/LiarsDice/Gumps/StatusDiceGump.cs","158","OnResponse","BoundsGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Potions","Data/Scripts/Items/Potions/Special/HairOilPotion.cs","228","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/BarbaricSatchel.cs","451","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/BarbaricSatchel.cs","695","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/DemonPrison.cs","1072","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/DracolichSkull.cs","339","OnResponse","AccessGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Special","Data/Scripts/Items/Special/DragonEgg.cs","393","OnResponse","AccessGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Special","Data/Scripts/Items/Special/DrakkhenEgg.cs","181","OnResponse","AccessGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Special","Data/Scripts/Items/Special/DrakkhenEgg.cs","364","OnResponse","AccessGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Special","Data/Scripts/Items/Special/HearthOfHomeFire.cs","113","OnResponse","BoundsGuard;DeletedGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/MonsterStatuette.cs","308","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/SoulStone.cs","325","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/SoulStone.cs","407","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/SoulStone.cs","566","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/SoulStone.cs","793","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/SoulStone.cs","836","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Broken Furniture Collection/BrokenBed.cs","141","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Broken Furniture Collection/BrokenVanity.cs","137","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/Curtains.cs","222","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/HangingAxes.cs","130","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/HangingSwords.cs","130","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Special/Heritage Items/HouseLadder.cs","167","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/Statue.cs","135","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/UnmadeBed.cs","134","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/Vanity.cs","140","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Heritage Items/WoodenCoffin.cs","157","OnResponse","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Holiday/HolidayBells.cs","116","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Holiday/Wreath.cs","149","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Holiday/Wreath.cs","320","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Housing","Data/Scripts/Items/Special/House Raffle/Gumps/HouseRaffleManagementGump.cs","45","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Rares/TarotCards/DecoDeckOfTarot.cs","106","OnResponse","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Solen Items/BraceletOfBinding.cs","463","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse( Mobile from, string text )","No","No"
"Items:Special","Data/Scripts/Items/Special/Special Scrolls/SpecialScroll.cs","449","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/AnkhOfSacrifice.cs","134","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/AnkhOfSacrifice.cs","151","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","base.OnResponse(state, info);","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/Banner.cs","244","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/Banner.cs","378","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/Brazier.cs","231","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/DecorativeShield.cs","266","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/DecorativeShield.cs","407","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/HangingSkeleton.cs","256","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/HangingSkeleton.cs","398","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/PottedCactus.cs","177","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/StoneAnkh.cs","269","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/WallBanner.cs","512","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/WeaponEngravingTool.cs","255","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState state, RelayInfo info)","No","No"
"Items:Special","Data/Scripts/Items/Special/Veteran Rewards/WeaponEngravingTool.cs","335","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState state, RelayInfo info)","No","No"
"Items:Technology","Data/Scripts/Items/Technology/ComputerDatabase.cs","154","OnResponse","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Technology","Data/Scripts/Items/Technology/DataPad.cs","113","OnResponse","AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Technology","Data/Scripts/Items/Technology/MaterialLiquifier.cs","439","OnResponse","AccessGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Technology","Data/Scripts/Items/Technology/MedicalRecord.cs","97","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Trades","Data/Scripts/Items/Trades/Fishing/Misc/SOS.cs","364","OnResponse","AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Trades","Data/Scripts/Items/Trades/Magical/Misc/Moongate.cs","467","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Trades","Data/Scripts/Items/Trades/Magical/Misc/RecallRune.cs","274","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Items:Trades","Data/Scripts/Items/Trades/Tailor Items/Dyes.cs","57","OnResponse","NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(int hue)","Yes","No"
"Items:Trades","Data/Scripts/Items/Trades/Thieving/DisguiseKit.cs","196","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Bard/Gumps/SongBookGump.cs","724","OnResponse","BoundsGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Base/ForgetfulGem.cs","169","OnResponse","BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Death Knight/Gumps/DeathKnightSpellBookGump.cs","667","OnResponse","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Druidism/BookDruidBrewing.cs","403","OnResponse","BoundsGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Druidism/DruidPouch.cs","437","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Druidism/DruidPouch.cs","968","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Elementalism/Gumps/ElementalSpellbookGump.cs","509","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Elementalism/Gumps/ElementalSpellbookGump.cs","780","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Holy Man/Gumps/HolyManSpellBookGump.cs","610","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jedi/JediSpellbook.cs","496","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jedi/JediSpellbook.cs","700","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jedi/Gumps/JediSpellBookGump.cs","942","OnResponse","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jester/BagOfTricks.cs","698","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jester/BagOfTricks.cs","770","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jester/BagOfTricks.cs","806","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jester/BagOfTricks.cs","842","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jester/BagOfTricks.cs","878","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Jester/BagOfTricks.cs","1024","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Mystic/Gumps/MysticSpellBookGump.cs","530","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Necromancy/SummonFamiliar.cs","207","OnResponse","BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
