"DocPath","Title","Scope","CanonicalPage","CanonicalTarget","LegacySlug","Indexed","IndexCategory","IndexText","SourceTracePresent","CodeVerified","VerifiedSourceFiles","MissingSourceFiles","RuntimeHooksCovered","SerializationCovered","ProjectTruthCoverage","StaleClaims","MissingClaims","ExistingBacklogIds","GeneratedBacklogId","CoverageStatus"
"docs/wiki/Command_Utilities.md","Command Utilities","WikiPage","Canonical","","False","True","Technical And Engine Reference","Command Utilities","No","False","Data/Scripts/System/Commands;Data/System/Source/Commands.cs","","Event","","","","Missing Source Trace section.","","DOC-0024","NeedsBacklog"
"docs/wiki/Confictura_Introduction.md","Confictura Introduction","WikiPage","Canonical","","False","True","Start Here","Confictura Introduction","No","False","Data/Scripts/Custom;Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelService.cs","","","","Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelService.cs=Keep","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.","","DOC-0025","NeedsBacklog"
"docs/wiki/Crafting_Core.md","Crafting Core","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Crafting Core","No","False","Data/Scripts/Items/Trades/Tools/BaseTool.cs;Data/Scripts/Trades/Core/CraftSystem.cs;Data/Scripts/Trades/Core/CraftContext.cs;Data/Scripts/Trades/Core/CraftItem.cs;Data/Scripts/Trades/Core/Gumps/CraftGump.cs;Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs;Data/Scripts/Trades/Core/Gumps/QueryMakersMarkGump.cs;Data/Scripts/Trades/Core/Recipes.cs;Data/Scripts/Trades/Core/Repair.cs;Data/Scripts/Trades/Core/Resmelt.cs;Data/Scripts/Trades/Core/Enhance.cs;Data/Scripts/Trades/Core/CustomCraft.cs","","Command;Gump;Initialize;Timer","Server.Items.BaseTool","Data/Scripts/Items/Trades/Tools/BaseTool.cs=Keep;Data/Scripts/Trades/Core/CraftSystem.cs=Keep;Data/Scripts/Trades/Core/CraftContext.cs=Keep;Data/Scripts/Trades/Core/CraftItem.cs=Keep;Data/Scripts/Trades/Core/Gumps/CraftGump.cs=Keep;Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs=Keep;Data/Scripts/Trades/Core/Gumps/QueryMakersMarkGump.cs=Keep;Data/Scripts/Trades/Core/Recipes.cs=Keep;Data/Scripts/Trades/Core/Repair.cs=Keep;Data/Scripts/Trades/Core/Resmelt.cs=Keep;Data/Scripts/Trades/Core/Enhance.cs=Keep;Data/Scripts/Trades/Core/CustomCraft.cs=Keep","","Missing Source Trace section.","","DOC-0026","NeedsBacklog"
"docs/wiki/Creature_AI_Core.md","Creature AI Core","WikiPage","Canonical","","False","True","Technical And Engine Reference","Creature AI Core","No","False","Data/Scripts/Mobiles/Base/BaseCreature.cs;Data/Scripts/Mobiles/Base/Behavior.cs;Data/Scripts/Custom/Combat/AIOverhaul/AITacticalTargeting.cs;Data/Scripts/Scripts.csproj","","Event;Gump;Initialize;Movement;Speech;Timer;WorldLoad","Server.HeldLight;Server.Mobiles.BaseCreature;Server.TransferItem","Data/Scripts/Mobiles/Base/BaseCreature.cs=Keep;Data/Scripts/Mobiles/Base/Behavior.cs=Keep;Data/Scripts/Custom/Combat/AIOverhaul/AITacticalTargeting.cs=Keep","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","Missing Source Trace section.","","DOC-0027","NeedsBacklog"
"docs/wiki/Creature_Transformation_Guide.md","System Name: Creature Transformation Guide","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Creature Transformation Guide","No","True","Data/Scripts/Mobiles/Races/RacePotions.cs;Data/Scripts/Mobiles/Races/BaseRace.cs;Data/Scripts/System/Commands/Player/CreatureHelp.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Misc/Settings.cs;Data/System/Source/Mobile.cs;Data/Scripts/Scripts.csproj","","Event;Gump;Initialize;Movement;Speech;Timer;WorldLoad","Server.Items.BaseRace;Server.Items.RacePotions;Server.Mobile","Data/Scripts/Mobiles/Races/RacePotions.cs=Keep;Data/Scripts/Mobiles/Races/BaseRace.cs=Keep;Data/Scripts/System/Commands/Player/CreatureHelp.cs=Keep;Data/Scripts/System/Help/Gumps/HelpGump.cs=Keep;Data/Scripts/System/Misc/Settings.cs=Keep","","Missing Source Trace section.","","DOC-0028","NeedsBacklog"
"docs/wiki/Custom_Title_Feature.md","Custom Title Feature","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Custom Title Feature","No","False","Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Misc/Naming.cs;Data/Scripts/System/Help/ServerSettings.cs;Data/Scripts/System/Misc/Settings.cs;Data/System/Source/Mobile.cs;Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/System/Misc/Titles.cs","","Command;Event;Gump;Initialize;Login;Logout;Movement;Speech;Timer;WorldLoad","Server.CensusRecords;Server.ChangeName;Server.Mobile;Server.Mobiles.PlayerMobile","Data/Scripts/System/Help/Gumps/HelpGump.cs=Keep;Data/Scripts/System/Misc/Naming.cs=Keep;Data/Scripts/System/Help/ServerSettings.cs=Keep;Data/Scripts/System/Misc/Settings.cs=Keep;Data/Scripts/Mobiles/Base/PlayerMobile.cs=Keep;Data/Scripts/System/Misc/Titles.cs=Keep","","Missing Source Trace section.","","DOC-0029","NeedsBacklog"
"docs/wiki/Death_Knight_Magic.md","Death Knight Magic","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Death Knight Magic","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0030","NeedsBacklog"
"docs/wiki/Druidism.md","Druidism","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Druidism","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0031","NeedsBacklog"
"docs/wiki/Elementalism.md","Elementalism","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Elementalism","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0032","NeedsBacklog"
"docs/wiki/Enchantments.md","Enchantments","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Enchantments","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0033","NeedsBacklog"
"docs/wiki/Farmable_Crops_System.md","Farmable Crops System","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Farmable Crops System","No","False","Data/Scripts/Items/Farming/;Data/Scripts/Items/Farming/FarmableCrop.cs;Data/Scripts/Items/Farming/FarmableCabbage.cs;Data/Scripts/Items/Farming/FarmableCarrot.cs;Data/Scripts/Items/Farming/FarmableCorn.cs;Data/Scripts/Items/Farming/FarmableCotton.cs;Data/Scripts/Items/Farming/FarmableFlax.cs;Data/Scripts/Items/Farming/FarmableLettuce.cs;Data/Scripts/Items/Farming/FarmableOnion.cs;Data/Scripts/Items/Farming/FarmablePumpkin.cs;Data/Scripts/Items/Farming/FarmableTomato.cs;Data/Scripts/Items/Farming/FarmableTurnip.cs;Data/Scripts/Items/Farming/FarmableWatermelon.cs;Data/Scripts/Items/Farming/FarmableWheat.cs;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableGarlic.cs;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableGinseng.cs;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableMandrakeRoot.cs;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableNightshade.cs","","","Server.Items.FarmableCabbage;Server.Items.FarmableCarrot;Server.Items.FarmableCorn;Server.Items.FarmableCotton;Server.Items.FarmableCrop;Server.Items.FarmableFlax;Server.Items.FarmableGarlic;Server.Items.FarmableGinseng;Server.Items.FarmableLettuce;Server.Items.FarmableMandrakeRoot;Server.Items.FarmableNightshade;Server.Items.FarmableOnion;Server.Items.FarmablePumpkin;Server.Items.FarmablePumpkinGiant;Server.Items.FarmablePumpkinGreen;Server.Items.FarmablePumpkinLarge;Server.Items.FarmablePumpkinTall;Server.Items.FarmableTomato;Server.Items.FarmableTurnip;Server.Items.FarmableWatermelon;Server.Items.FarmableWheat","Data/Scripts/Items/Farming/FarmableCrop.cs=Keep;Data/Scripts/Items/Farming/FarmableCabbage.cs=Keep;Data/Scripts/Items/Farming/FarmableCarrot.cs=Keep;Data/Scripts/Items/Farming/FarmableCorn.cs=Keep;Data/Scripts/Items/Farming/FarmableCotton.cs=Keep;Data/Scripts/Items/Farming/FarmableFlax.cs=Keep;Data/Scripts/Items/Farming/FarmableLettuce.cs=Keep;Data/Scripts/Items/Farming/FarmableOnion.cs=Keep;Data/Scripts/Items/Farming/FarmablePumpkin.cs=Keep;Data/Scripts/Items/Farming/FarmableTomato.cs=Keep;Data/Scripts/Items/Farming/FarmableTurnip.cs=Keep;Data/Scripts/Items/Farming/FarmableWatermelon.cs=Keep;Data/Scripts/Items/Farming/FarmableWheat.cs=Keep;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableGarlic.cs=Keep;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableGinseng.cs=Keep;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableMandrakeRoot.cs=Keep;Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableNightshade.cs=Keep","","Missing Source Trace section.","","DOC-0034","NeedsBacklog"
"docs/wiki/fixautomationprompt.md","Wiki Fix Automation Prompt","WikiSupport","Support","","True","False","","","No","False","","","","","","Contains Needs Rework/TODO/stub markers that require source-backed follow-up.","","","DOC-0035","Support"
"docs/wiki/Flip_Deed.md","Flip Deed","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Flip Deed","No","True","Data/Scripts/Items/Houses/InteriorDecorator.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/Items/Construction/Addons/BaseAddonDeed.cs;Data/Scripts/Items/Misc/FlipableAttribute.cs;Data/Scripts/Trades/Stone/BaseStatueDeed.cs;Data/Scripts/Items/Relics/DDRelicBearRugs.cs;Data/Scripts/Items/Houses/TentsEast.cs","","Command;Event;Gump;Initialize","Server.Items.BaseAddonDeed;Server.Items.BaseStatueAddon;Server.Items.BaseStatueDeed;Server.Items.DDRelicBearRugsAddon;Server.Items.DDRelicBearRugsAddonDeed;Server.Items.InteriorDecorator;Server.Items.MyTentEastAddon;Server.Items.MyTentEastAddonDeed","Data/Scripts/Items/Houses/InteriorDecorator.cs=Keep;Data/Scripts/System/Help/Gumps/HelpGump.cs=Keep;Data/Scripts/Items/Construction/Addons/BaseAddonDeed.cs=Keep;Data/Scripts/Items/Misc/FlipableAttribute.cs=Keep;Data/Scripts/Trades/Stone/BaseStatueDeed.cs=Keep;Data/Scripts/Items/Relics/DDRelicBearRugs.cs=Keep;Data/Scripts/Items/Houses/TentsEast.cs=Keep","","Missing Source Trace section.","","DOC-0036","NeedsBacklog"
"docs/wiki/Gardening_System.md","Gardening System","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Gardening System","Yes","False","Data/Scripts/Trades/Gardening/PlantBowl.cs;Data/Scripts/Trades/Gardening/PlantItem.cs;Data/Scripts/Trades/Gardening/PlantSystem.cs;Data/Scripts/Trades/Gardening/Seed.cs;Data/Scripts/Trades/Gardening/PlantType.cs;Data/Scripts/Trades/Gardening/PlantHue.cs;Data/Scripts/Trades/Gardening/PlantResources.cs;Data/Scripts/Trades/Gardening/PlantPourTarget.cs;Data/Scripts/Trades/Gardening/PollinateTarget.cs;Data/Scripts/Trades/Gardening/Gumps/MainPlantGump.cs;Data/Scripts/Trades/Gardening/Gumps/ReproductionGump.cs;Data/Scripts/Trades/Gardening/Gumps/SetToDecorativeGump.cs;Data/Scripts/Trades/Gardening/Gumps/EmptyTheBowlGump.cs;Data/Scripts/Trades/Gardening/Network/DisplayHelpTopic.cs;Data/Scripts/Trades/Gardening/MiscItems/RedLeaves.cs;Data/Scripts/Trades/Gardening/MiscItems/OrangePetals.cs;Data/Scripts/Trades/Gardening/MiscItems/GreenThorns.cs;Data/Scripts/Trades/Gardening/MiscItems/FertileDirt.cs;Data/Scripts/Scripts.csproj;Data/Scripts/Trades/Gardening/Gumps/","","Event;Gump;Timer;WorldLoad;WorldSave","Server.Engines.Plants.PlantBowl;Server.Engines.Plants.PlantItem;Server.Engines.Plants.Seed;Server.Items.FertileDirt;Server.Items.GreenThorns;Server.Items.GreenThornsSHTeleporter;Server.Items.OrangePetals;Server.Items.RedLeaves;Unknown","Data/Scripts/Trades/Gardening/PlantBowl.cs=Keep;Data/Scripts/Trades/Gardening/PlantItem.cs=Keep;Data/Scripts/Trades/Gardening/PlantSystem.cs=Keep;Data/Scripts/Trades/Gardening/Seed.cs=Keep;Data/Scripts/Trades/Gardening/PlantType.cs=Keep;Data/Scripts/Trades/Gardening/PlantHue.cs=Keep;Data/Scripts/Trades/Gardening/PlantResources.cs=Keep;Data/Scripts/Trades/Gardening/PlantPourTarget.cs=Keep;Data/Scripts/Trades/Gardening/PollinateTarget.cs=Keep;Data/Scripts/Trades/Gardening/Gumps/MainPlantGump.cs=Keep;Data/Scripts/Trades/Gardening/Gumps/ReproductionGump.cs=Keep;Data/Scripts/Trades/Gardening/Gumps/SetToDecorativeGump.cs=Keep;Data/Scripts/Trades/Gardening/Gumps/EmptyTheBowlGump.cs=Keep;Data/Scripts/Trades/Gardening/Network/DisplayHelpTopic.cs=Keep;Data/Scripts/Trades/Gardening/MiscItems/RedLeaves.cs=Keep;Data/Scripts/Trades/Gardening/MiscItems/OrangePetals.cs=Keep;Data/Scripts/Trades/Gardening/MiscItems/GreenThorns.cs=Keep;Data/Scripts/Trades/Gardening/MiscItems/FertileDirt.cs=Keep","","","","","SourceTracePresent"
"docs/wiki/GM_Hiding_Stone.md","System Name: GM Hiding Stone","WikiPage","Canonical","","False","True","Staff And Administration","GM Hiding Stone","No","False","Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs;Data/Scripts/Scripts.csproj","","Timer","Server.Items.GMHidingStone","Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs=Keep","","Missing Source Trace section.","","DOC-0037","NeedsBacklog"
"docs/wiki/Goliath_Monsters.md","Goliath Monsters","WikiPage","Canonical","","False","True","World And Gameplay Systems","Goliath Monsters","No","False","Data/Scripts/Mobiles/Goliaths/","","","","","","Missing Source Trace section.","","DOC-0038","NeedsBacklog"
"docs/wiki/Government_System.md","Government System","WikiPage","Canonical","","False","True","World And Gameplay Systems","Government System","No","True","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0039","NeedsBacklog"
"docs/wiki/Grave_Robbing_Trade.md","Grave Robbing Trade","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Grave Robbing Trade","No","False","Data/Scripts/Trades/Grave Robbing/GraveRobbing.cs;Data/Scripts/Trades/Grave Robbing/GraveShovel.cs;Data/Scripts/Trades/Grave Robbing/Bones.cs;Data/Scripts/Items/Containers/GraveChest.cs;Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs;Data/Scripts/Trades/Harvest/HarvestSystem.cs;Data/Scripts/Trades/Harvest/HarvestDefinition.cs;Data/Scripts/Trades/Harvest/HarvestBank.cs;Data/Scripts/Trades/Crafting/DefTinkering.cs","","Gump;Initialize","Server.Items.BaseHarvestTool;Server.Items.Bones;Server.Items.GraveChest;Server.Items.GraveShovel","Data/Scripts/Trades/Grave Robbing/GraveRobbing.cs=Keep;Data/Scripts/Trades/Grave Robbing/GraveShovel.cs=Keep;Data/Scripts/Trades/Grave Robbing/Bones.cs=Keep;Data/Scripts/Items/Containers/GraveChest.cs=Keep;Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs=Keep;Data/Scripts/Trades/Harvest/HarvestSystem.cs=Keep;Data/Scripts/Trades/Harvest/HarvestDefinition.cs=Keep;Data/Scripts/Trades/Harvest/HarvestBank.cs=Keep;Data/Scripts/Trades/Crafting/DefTinkering.cs=Keep","","Missing Source Trace section.","","DOC-0040","NeedsBacklog"
"docs/wiki/Guide_To_Adventure_Book.md","Guide To Adventure Book","WikiPage","Canonical","","False","True","Start Here","Guide To Adventure Book","No","False","Data/Scripts/Items/Books/DynamicBook.cs;Data/Scripts/Items/Containers/GypsyShelf.cs;Data/Scripts/Mobiles/Civilized/Guilds/LibrarianGuildmaster.cs;Data/Scripts/Mobiles/Base/StoreSalesList.cs;Data/Scripts/System/Commands/Player/Basics.cs;Data/Scripts/System/Commands/Player/MyLibrary.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs","","Event;Gump;Initialize;Timer","Server.Items.AlchemicalElixirs;Server.Items.AlchemicalMixtures;Server.Items.BookBottleCity;Server.Items.BookGuideToAdventure;Server.Items.BookofDeadClue;Server.Items.BookOfPoisons;Server.Items.CBookDruidicHerbalism;Server.Items.CBookElvesandOrks;Server.Items.CBookNecroticAlchemy;Server.Items.CBookTheLostTribeofSosaria;Server.Items.CBookTombofDurmas;Server.Items.DynamicBook;Server.Items.FamiliarClue;Server.Items.GoldenRangers;Server.Items.GreyJournal;Server.Items.GypsyShelf;Server.Items.LearnTitles;Server.Items.LearnTraps;Server.Items.LillyBook;Server.Items.LodorBook;Server.Items.LoreGuidetoAdventure;Server.Items.MagestykcClueBook;Server.Items.RuneJournal;Server.Items.TendrinsJournal;Server.Items.WorkShoppes;Server.Mobiles.LibrarianGuildmaster","Data/Scripts/Items/Books/DynamicBook.cs=Keep;Data/Scripts/Items/Containers/GypsyShelf.cs=Keep;Data/Scripts/Mobiles/Civilized/Guilds/LibrarianGuildmaster.cs=Keep;Data/Scripts/Mobiles/Base/StoreSalesList.cs=Keep;Data/Scripts/System/Commands/Player/Basics.cs=Keep;Data/Scripts/System/Commands/Player/MyLibrary.cs=Keep;Data/Scripts/System/Help/Gumps/HelpGump.cs=Keep","","Missing Source Trace section.","","DOC-0041","NeedsBacklog"
"docs/wiki/Gump_Framework.md","Gump Framework","WikiPage","Canonical","","False","True","Technical And Engine Reference","Gump Framework","No","False","Data/System/Source/Gumps;Data/System/Source/Network/PacketHandlers.cs;Data/Scripts/System/Gumps","","Event;Gump;Timer","Unknown","","","Missing Source Trace section.","","DOC-0042","NeedsBacklog"
"docs/wiki/Harvest_Resource_System.md","Harvest Resource System","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Harvest Resource System","No","False","Data/Scripts/Trades/Harvest/HarvestSystem.cs;Data/Scripts/Trades/Harvest/HarvestDefinition.cs;Data/Scripts/Trades/Harvest/HarvestBank.cs;Data/Scripts/Trades/Harvest/HarvestResource.cs;Data/Scripts/Trades/Harvest/HarvestVein.cs;Data/Scripts/Trades/Harvest/BonusHarvestResource.cs;Data/Scripts/Trades/Harvest/HarvestTarget.cs;Data/Scripts/Trades/Harvest/HarvestTimer.cs;Data/Scripts/Trades/Harvest/HarvestSoundTimer.cs;Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs","","Timer","Server.Items.BaseHarvestTool","Data/Scripts/Trades/Harvest/HarvestSystem.cs=Keep;Data/Scripts/Trades/Harvest/HarvestDefinition.cs=Keep;Data/Scripts/Trades/Harvest/HarvestBank.cs=Keep;Data/Scripts/Trades/Harvest/HarvestResource.cs=Keep;Data/Scripts/Trades/Harvest/HarvestVein.cs=Keep;Data/Scripts/Trades/Harvest/BonusHarvestResource.cs=Keep;Data/Scripts/Trades/Harvest/HarvestTarget.cs=Keep;Data/Scripts/Trades/Harvest/HarvestTimer.cs=Keep;Data/Scripts/Trades/Harvest/HarvestSoundTimer.cs=Keep;Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs=Keep","","Missing Source Trace section.","","DOC-0043","NeedsBacklog"
"docs/wiki/Help_Request_System.md","Help Request System","WikiPage","Canonical","","False","True","Player Commands And Account Tools","Help Request System","No","False","Data/System/Source/Network/PacketHandlers.cs;Data/System/Source/EventSink.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Help/PageQueue.cs;Data/Scripts/System/Help/PagePrompt.cs;Data/Scripts/System/Help/Gumps/PagePromptGump.cs;Data/Scripts/System/Help/Gumps/PageQueueGump.cs;Data/Scripts/System/Help/Gumps/PageResponseGump.cs;Data/Scripts/System/Help/SpeechLog.cs;Data/Scripts/System/Help/Gumps/SpeechLogGump.cs;Data/Scripts/System/Help/StuckMenu.cs;Data/Scripts/System/Help","","Command;Event;Gump;Initialize;Timer;WorldLoad;WorldSave","Unknown","Data/Scripts/System/Help/Gumps/HelpGump.cs=Keep;Data/Scripts/System/Help/PageQueue.cs=Keep;Data/Scripts/System/Help/PagePrompt.cs=Keep;Data/Scripts/System/Help/Gumps/PagePromptGump.cs=Keep;Data/Scripts/System/Help/Gumps/PageQueueGump.cs=Keep;Data/Scripts/System/Help/Gumps/PageResponseGump.cs=Keep;Data/Scripts/System/Help/SpeechLog.cs=Keep;Data/Scripts/System/Help/Gumps/SpeechLogGump.cs=Keep;Data/Scripts/System/Help/StuckMenu.cs=Keep","","Missing Source Trace section.","","DOC-0044","NeedsBacklog"
"docs/wiki/Holy_Man_Magic.md","Holy Man Magic","WikiPage","Canonical","","False","True","Combat, Magic, And Character Progression","Holy Man Magic","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0045","NeedsBacklog"
"docs/wiki/Homestead_System.md","Homestead System","WikiPage","Canonical","","False","True","Crafting, Harvesting, Trades, And Economy","Homestead System","No","False","","","","","","","Missing Source Trace section.; No existing source files were extracted from the page.","","DOC-0046","NeedsBacklog"
"docs/wiki/Housing_System.md","Housing System","WikiPage","Canonical","","False","True","World And Gameplay Systems","Housing System","No","False","Data/Scripts/Items/Houses/BaseHouse.cs;Data/Scripts/Items/Houses/HousePlacement.cs;Data/Scripts/Items/Houses/HousePlacementTool.cs;Data/Scripts/Items/Houses/Deeds.cs;Data/Scripts/Items/Houses/HouseSign.cs;Data/Scripts/System/Regions/HouseRegion.cs;Data/Scripts/Items/Houses/HouseFoundation.cs;Data/Scripts/System/Gumps/HouseGump.cs;Data/Scripts/System/Gumps/HouseGumpAOS.cs;Data/Scripts/System/Gumps/HouseDemolishGump.cs;Data/Scripts/System/Gumps/ConfirmHouseResize.cs;Data/Scripts/System/Gumps/SetSecureLevelGump.cs;Data/Scripts/Items/Houses/Houses.cs;Data/Scripts/Items/Houses/NewHouses.cs;Data/Scripts/Items/Houses/SmallTents.cs;Data/Scripts/Items/Houses/MovingCrate.cs;Data/Scripts/Items/Houses/InteriorDecorator.cs","","Command;Event;Gump;Initialize;Login;Region;Speech;Timer","Server.Items.HousePlacementTool;Server.Items.InteriorDecorator;Server.Multis.BaseHouse;Server.Multis.Castle;Server.Multis.CastleTower;Server.Multis.Deeds.BlueTent;Server.Multis.Deeds.BlueTentDeed;Server.Multis.Deeds.BrickHouseDeed;Server.Multis.Deeds.CastleDeed;Server.Multis.Deeds.FieldStoneHouseDeed;Server.Multis.Deeds.GreenTent;Server.Multis.Deeds.GreenTentDeed;Server.Multis.Deeds.HouseDeed;Server.Multis.Deeds.KeepDeed;Server.Multis.Deeds.LargeMarbleDeed;Server.Multis.Deeds.LargePatioDeed;Server.Multis.Deeds.LogCabinDeed;Server.Multis.Deeds.MarbleWorkshopDeed;Server.Multis.Deeds.SandstonePatioDeed;Server.Multis.Deeds.SmallBrickHouseDeed;Server.Multis.Deeds.SmallTowerDeed;Server.Multis.Deeds.StonePlasterHouseDeed;Server.Multis.Deeds.StoneWorkshopDeed;Server.Multis.Deeds.ThatchedRoofCottageDeed;Server.Multis.Deeds.TowerDeed;Server.Multis.Deeds.TwoStoryStonePlasterHouseDeed;Server.Multis.Deeds.TwoStoryWoodPlasterHouseDeed;Server.Multis.Deeds.VillaDeed;Server.Multis.Deeds.WoodHouseDeed;Server.Multis.Deeds.WoodPlasterHouseDeed;Server.Multis.DesignState;Server.Multis.Fortress;Server.Multis.GuildHouse;Server.Multis.HouseFoundation;Server.Multis.HouseSign;Server.Multis.Keep;Server.Multis.LargeMarbleHouse;Server.Multis.LargePatioHouse;Server.Multis.LargeTent;Server.Multis.LogCabin;Server.Multis.LogMansion;Server.Multis.MovingCrate;Server.Multis.NewBrickArena;Server.Multis.NewBrickHomeWithFrontDeck;Server.Multis.NewBrickHomeWithLargePorch;Server.Multis.NewBrickHouseWithSteeple;Server.Multis.NewFancyStoneWoodHome;Server.Multis.NewFancyWoodenStoneHouse;Server.Multis.NewLogCabin;Server.Multis.NewMarbleShoppe;Server.Multis.NewOldStoneHomeShoppe;Server.Multis.NewPlainPlasterHouse;Server.Multis.NewPlainStoneHouse;Server.Multis.NewPlasterHomeDirtDeck;Server.Multis.NewPlasterHousePictureWindow;Server.Multis.NewRaisedBrickHome;Server.Multis.NewSmallBrickCastle;Server.Multis.NewSmallLogCabinWithDeck;Server.Multis.NewSmallSandstoneWorkshop;Server.Multis.NewSmallStoneHomeEast;Server.Multis.NewSmallStoneHouseEast;Server.Multis.NewSmallStoneShoppe;Server.Multis.NewSmallStoneStoreFront;Server.Multis.NewSmallStoneTemple;Server.Multis.NewSmallStoneTower;Server.Multis.NewSmallWizardTower;Server.Multis.NewSmallWoodenShackPorch;Server.Multis.NewStoneFort;Server.Multis.NewStoneHomeWithEnclosedPatio;Server.Multis.NewThreeStoryStoneVilla;Server.Multis.NewTwoStoryBrickHome;Server.Multis.NewTwoStoryBrickHouse;Server.Multis.NewTwoStorySandstoneHouse;Server.Multis.NewTwoStorySmallPlasterDwelling;Server.Multis.NewTwoStorySmallStoneDwelling;Server.Multis.NewTwoStorySmallStoneHome;Server.Multis.NewTwoStorySmallStoneHouse;Server.Multis.NewTwoStorySmallWoodenDwelling;Server.Multis.NewTwoStoryStoneVilla;Server.Multis.NewTwoStoryWoodenHomeWithPorch;Server.Multis.NewWoodenHomePorch;Server.Multis.NewWoodenHomeUpperDeck;Server.Multis.NewWoodenMansion;Server.Multis.PackingBox;Server.Multis.Pyramid;Server.Multis.SandStonePatio;Server.Multis.SecureInfo;Server.Multis.SmallLogCabinEast;Server.Multis.SmallLogCabinSouth;Server.Multis.SmallOldHouse;Server.Multis.SmallShop;Server.Multis.SmallTower;Server.Multis.Tower;Server.Multis.TransferItem;Server.Multis.TwoStoryHouse;Server.Multis.TwoStoryVilla;Server.Multis.Wagon","Data/Scripts/Items/Houses/BaseHouse.cs=Keep;Data/Scripts/Items/Houses/HousePlacement.cs=Keep;Data/Scripts/Items/Houses/HousePlacementTool.cs=Keep;Data/Scripts/Items/Houses/Deeds.cs=Keep;Data/Scripts/Items/Houses/HouseSign.cs=Keep;Data/Scripts/System/Regions/HouseRegion.cs=Keep;Data/Scripts/Items/Houses/HouseFoundation.cs=Keep;Data/Scripts/System/Gumps/HouseGump.cs=Keep;Data/Scripts/System/Gumps/HouseGumpAOS.cs=Keep;Data/Scripts/System/Gumps/HouseDemolishGump.cs=Keep;Data/Scripts/System/Gumps/ConfirmHouseResize.cs=Keep;Data/Scripts/System/Gumps/SetSecureLevelGump.cs=Keep;Data/Scripts/Items/Houses/Houses.cs=Keep;Data/Scripts/Items/Houses/NewHouses.cs=Keep;Data/Scripts/Items/Houses/SmallTents.cs=Keep;Data/Scripts/Items/Houses/MovingCrate.cs=Keep;Data/Scripts/Items/Houses/InteriorDecorator.cs=Keep","","Missing Source Trace section.","","DOC-0047","NeedsBacklog"
