"GumpMarker","File","Line","LikelySystem","Evidence"
"OnResponse","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildMemberInfoGump.cs","80","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildRosterGump.cs","202","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildRosterGump.cs","204","System:Gumps","base.OnResponse(sender, info);"
"OnResponse","Data/Scripts/System/Gumps/Guilds/New Guild System/OtherGuildInfo.cs","214","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Guilds/New Guild System/War Declaration gump.cs","49","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/PropsGump.cs","337","System:Gumps","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetBodyGump.cs","167","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetCustomEnumGump.cs","28","System:Gumps","public override void OnResponse(NetState sender, RelayInfo relayInfo)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetGump.cs","281","System:Gumps","public override void OnResponse(int hue)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetGump.cs","305","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetListOptionGump.cs","220","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","270","System:Gumps","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","342","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetPoint2DGump.cs","265","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetPoint3DGump.cs","278","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Gumps/Properties/SetTimeSpanGump.cs","147","System:Gumps","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/PagePrompt.cs","21","System:Help","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/System/Help/ServerSettings.cs","92","System:Help","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/ServerSettings.cs","779","System:Help","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/StuckMenu.cs","248","System:Help","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/HelpGump.cs","42","System:Help","public override void OnResponse(NetState state, int index)"
"OnResponse","Data/Scripts/System/Help/Gumps/HelpGump.cs","2162","System:Help","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/HelpGump.cs","3909","System:Help","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/PagePromptGump.cs","35","System:Help","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","38","System:Help","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","137","System:Help","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","436","System:Help","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","788","System:Help","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/PageResponseGump.cs","43","System:Help","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Help/Gumps/SpeechLogGump.cs","108","System:Help","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Captcha.cs","1064","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Captcha.cs","1278","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Death.cs","474","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Death.cs","772","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Guilds.cs","497","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Guilds.cs","500","System:Misc","base.OnResponse(sender, info);"
"OnResponse","Data/Scripts/System/Misc/Guilds.cs","2167","System:Misc","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/System/Misc/Logs.cs","2271","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/MOTD.cs","74","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Naming.cs","473","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Naming.cs","593","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Naming.cs","711","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Naming.cs","818","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Players.cs","1856","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/ShardPoller.cs","583","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/ShardPoller.cs","695","System:Misc","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","125","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","193","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","261","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","349","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","456","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","1022","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","8289","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Spawning.cs","8668","System:Misc","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Statistics.cs","347","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Misc/Talk.cs","52","System:Misc","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","5580","System:Obsolete","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","9036","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","9193","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","10363","System:Obsolete","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","12844","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","14599","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","15157","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","19138","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","19524","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","19940","System:Obsolete","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","20418","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","25454","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","25933","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","26016","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","26874","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","26936","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","27670","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","27752","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","27820","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","28032","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","28101","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","30051","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","32860","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","35119","System:Obsolete","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","35327","System:Obsolete","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","35398","System:Obsolete","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","35502","System:Obsolete","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/System/Obsolete/Obsolete.cs","37736","System:Obsolete","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Skills/Druidism.cs","323","System:Skills","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Skills/Tracking.cs","479","System:Skills","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Skills/Tracking.cs","1023","System:Skills","public override void OnResponse(NetState state, RelayInfo info)"
"OnResponse","Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs","74","System:Skills","gump.OnResponse(from.NetState, new RelayInfo(1, null, null));"
"OnResponse","Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs","88","System:Skills","gump.OnResponse(from.NetState, new RelayInfo(2, null, null));"
"OnResponse","Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs","102","System:Skills","gump.OnResponse(from.NetState, new RelayInfo(3, null, null));"
"OnResponse","Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs","116","System:Skills","gump.OnResponse(from.NetState, new RelayInfo(4, null, null));"
"OnResponse","Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs","130","System:Skills","gump.OnResponse(from.NetState, new RelayInfo(5, null, null));"
"OnResponse","Data/Scripts/System/Skills/Weapon Abilities/Gumps/SpecialAttackGump.cs","624","System:Skills","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs","212","Trades:Apiculture","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs","397","Trades:Apiculture","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs","615","Trades:Apiculture","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Apiculture/Items/SmallWaxPot.cs","292","Trades:Apiculture","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Books/BulkOrderBook.cs","329","Trades:Bulk Orders","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBFilterGump.cs","122","Trades:Bulk Orders","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBGump.cs","310","Trades:Bulk Orders","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBGump.cs","504","Trades:Bulk Orders","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Books/Gumps/BODBuyGump.cs","17","Trades:Bulk Orders","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Gumps/LargeBODAcceptGump.cs","113","Trades:Bulk Orders","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Gumps/LargeBODGump.cs","106","Trades:Bulk Orders","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Gumps/SmallBODAcceptGump.cs","73","Trades:Bulk Orders","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Bulk Orders/Gumps/SmallBODGump.cs","71","Trades:Bulk Orders","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Core/Gumps/CraftGump.cs","560","Trades:Core","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs","444","Trades:Core","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Core/Gumps/QueryMakersMarkGump.cs","50","Trades:Core","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Gardening/Gumps/EmptyTheBowlGump.cs","55","Trades:Gardening","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Gardening/Gumps/MainPlantGump.cs","256","Trades:Gardening","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Gardening/Gumps/ReproductionGump.cs","127","Trades:Gardening","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Gardening/Gumps/SetToDecorativeGump.cs","41","Trades:Gardening","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Guild/Gumps/EnhancementGump.cs","79","Trades:Guild","public override void OnResponse(Network.NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Shoppes/BaseShoppe.cs","1493","Trades:Shoppes","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Shoppes/BaseShoppe.cs","2047","Trades:Shoppes","public override void OnResponse(NetState sender, RelayInfo info)"
"OnResponse","Data/Scripts/Trades/Stone/BaseStatue.cs","137","Trades:Stone","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/System/Source/HuePicker.cs","53","ServerCore","public virtual void OnResponse(int hue) { }"
"OnResponse","Data/System/Source/Mobile.cs","2924","ServerCore","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/System/Source/Mobile.cs","2994","ServerCore","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/System/Source/Mobile.cs","3072","ServerCore","public override void OnResponse(Mobile from, string text)"
"OnResponse","Data/System/Source/Prompt.cs","46","ServerCore","public virtual void OnResponse(Mobile from, string text) { }"
"OnResponse","Data/System/Source/Gumps/Gump.cs","536","ServerCore","public virtual void OnResponse(NetState sender, RelayInfo info) { }"
"OnResponse","Data/System/Source/Menus/IMenu.cs","32","ServerCore","void OnResponse(NetState state, int index);"
"OnResponse","Data/System/Source/Menus/ItemListMenu.cs","103","ServerCore","public virtual void OnResponse(NetState state, int index) { }"
"OnResponse","Data/System/Source/Menus/QuestionMenu.cs","69","ServerCore","public virtual void OnResponse(NetState state, int index) { }"
"OnResponse","Data/System/Source/Network/PacketHandlers.cs","630","ServerCore","huePicker.OnResponse(hue);"
"OnResponse","Data/System/Source/Network/PacketHandlers.cs","947","ServerCore","p.OnResponse(from, text);"
"OnResponse","Data/System/Source/Network/PacketHandlers.cs","972","ServerCore","p.OnResponse(from, text);"
"OnResponse","Data/System/Source/Network/PacketHandlers.cs","994","ServerCore","menu.OnResponse(state, index);"
"OnResponse","Data/System/Source/Network/PacketHandlers.cs","1327","ServerCore","gump.OnResponse(state, new RelayInfo(buttonID, switches, textEntries));"
"SendGump","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/DragonShapeChangeStone-body.cs","245","Custom:AnimalSystem","m_From.SendGump(new BodyValueGump(WSS, m_From));"
"SendGump","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/FelinusShapeChangeStone.cs","245","Custom:AnimalSystem","m_From.SendGump(new HueGump(WSS, m_From));"
"SendGump","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/RatShapeChangeStone.cs","245","Custom:AnimalSystem","m_From.SendGump(new HueGump(WSS, m_From));"
"SendGump","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/WolvenShapeChangeStone.cs","245","Custom:AnimalSystem","m_From.SendGump(new HueGump(WSS, m_From));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","43","Custom:BoatNavigationTotem","e.Mobile.SendGump(new BoatNavigationControl(e.Mobile, BackgroundType.Black));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","53","Custom:BoatNavigationTotem","e.Mobile.SendGump(new BoatNavigationControl(e.Mobile, BackgroundType.White));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","63","Custom:BoatNavigationTotem","e.Mobile.SendGump(new BoatNavigationControl(e.Mobile, BackgroundType.Transparent));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","219","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","227","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","300","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","373","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","446","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","519","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","572","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","625","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","678","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","731","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","740","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","749","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","757","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","791","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","817","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","843","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","869","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","895","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","924","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","932","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","942","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","952","Custom:BoatNavigationTotem","from.SendGump(new BoatNavigationControl(from, m_BackgroundType));"
"SendGump","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs","938","Custom:Champions","from.SendGump(new PropertiesGump(from, this));"
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","27","Custom:Character Swap","e.Mobile.SendGump(new CharacterControlGump());"
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","216","Custom:Character Swap","m.SendGump(new CharacterControlGump(a1, a2, ""Character swap canceled""));"
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","251","Custom:Character Swap","m.SendGump(new CharacterControlGump(first, second, ErrorMessage));"
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","329","Custom:Character Swap","m.SendGump(new PropertiesGump(m, mob));"
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","363","Custom:Character Swap","m.SendGump("
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","435","Custom:Character Swap","m.SendGump(new CharacterControlGump(a1, a2, error, swap));"
"SendGump","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","500","Custom:Character Swap","from.SendGump(new CharacterControlGump(g.a1, g.a2, error));"
"SendGump","Data/Scripts/Custom/Government System/PlayerGovernmentSystem.cs","132","Custom:Government System","from.SendGump(new CityWarningGump());"
"SendGump","Data/Scripts/Custom/Government System/Commands/AdminAdd.cs","27","Custom:Government System","e.Mobile.SendGump(new AdminAddGump(0, e.Mobile, new ArrayList(), new ArrayList()));"
"SendGump","Data/Scripts/Custom/Government System/Commands/FindCities.cs","27","Custom:Government System","e.Mobile.SendGump(new FindCitiesGump(0, null, null));"
"SendGump","Data/Scripts/Custom/Government System/Commands/GovHelp.cs","27","Custom:Government System","e.Mobile.SendGump(new GovHelpGump());"
"SendGump","Data/Scripts/Custom/Government System/Gumps/AdminAddGump.cs","126","Custom:Government System","from.SendGump(new AdminAddGump(m_ListPage - 1, m_mobile, m_List, m_CountList));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/AdminAddGump.cs","132","Custom:Government System","from.SendGump(new AdminAddGump(m_ListPage + 1, m_mobile, m_List, m_CountList));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs","104","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs","110","Custom:Government System","from.SendGump("
"SendGump","Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs","118","Custom:Government System","from.SendGump("
"SendGump","Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs","138","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs","97","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs","103","Custom:Government System","from.SendGump("
"SendGump","Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs","111","Custom:Government System","from.SendGump("
"SendGump","Data/Scripts/Custom/Government System/Gumps/ChangeCitizenTitleGump.cs","95","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/ChangeCitizenTitleGump.cs","101","Custom:Government System","from.SendGump("
"SendGump","Data/Scripts/Custom/Government System/Gumps/ChangeCitizenTitleGump.cs","109","Custom:Government System","from.SendGump("
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityCitizenGump.cs","67","Custom:Government System","from.SendGump(new ConfirmLeaveCityGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityCitizenGump.cs","78","Custom:Government System","from.SendGump(new ViewCityAtWarGump(m_Stone, 0, null, null));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityCitizenGump.cs","83","Custom:Government System","from.SendGump(new ViewCityAllegiancesGump(m_Stone, 0, null, null));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityCitizenGump.cs","88","Custom:Government System","from.SendGump(new ViewCityMembersGump(m_Stone, 0, null, null));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityManagementGump.cs","410","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityManagementGump.cs","436","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityManagementGump.cs","460","Custom:Government System","from.SendGump(new CityManagementGump(m_Stone, from));"
"SendGump","Data/Scripts/Custom/Government System/Gumps/CityManagementGump.cs","473","Custom:Government System","from.SendGump(new ViewCityBansGump(m_Stone, 0, null, null));"
