"BatchId","ReviewRowId","BacklogId","ReadinessRowId","SourceId","PreviousPostAuditBatch","PreviousReviewRowId","Category","System","Files","SchemaReference","ReferenceKind","QueueLine","CurrentSourceLine","ParserEvidence","SourceFileExists","DocumentedContract","MissingDefaultBehavior","ReloadAssumption","InvalidInputBehavior","Decision","ReviewClass","Action","Verification","SourceEvidence","ReviewedAt","Notes"
"POST-BATCH-S","PBS-0098","RB-06564","PBN-0323","P10-F06564","POST-BATCH-F","PBF-303","XML/config schemas","System:Commands","Data/Scripts/System/Commands/PointLog.cs","containers.txt","GeneratedOrWrittenData","81","81","Data/Scripts/System/Commands/PointLog.cs:L81:StreamWriter w = File.AppendText(""containers.txt"");","Yes","Current source writes, appends, copies, or generates 'containers.txt'; output shape is writer-defined and no runtime parser behavior is changed.","Writer/export behavior is preserved exactly; file creation, overwrite, append, or copy behavior is whatever the current cited source performs.","Reload is not introduced; generated output remains tied to the existing command/runtime writer path.","No invalid-input behavior changed in this documentation-only batch.","Documented","GeneratedOrWrittenDataSurface","Documented schema/parser/data-contract evidence for 'containers.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=containers.txt; L81; Evidence=StreamWriter w = File.AppendText(""containers.txt"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Commands/PointLog.cs:L81:StreamWriter w = File.AppendText(""containers.txt"");; POST-BATCH-S direct schema review=GeneratedOrWrittenDataSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0323; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0099","RB-06565","PBN-0324","P10-F06565","POST-BATCH-F","PBF-304","XML/config schemas","System:Commands","Data/Scripts/System/Commands/RecordItems.cs","region.txt","GeneratedOrWrittenData","32","32","Data/Scripts/System/Commands/RecordItems.cs:L32:StreamWriter w = File.AppendText(""region.txt"");","Yes","Current source writes, appends, copies, or generates 'region.txt'; output shape is writer-defined and no runtime parser behavior is changed.","Writer/export behavior is preserved exactly; file creation, overwrite, append, or copy behavior is whatever the current cited source performs.","Reload is not introduced; generated output remains tied to the existing command/runtime writer path.","No invalid-input behavior changed in this documentation-only batch.","Documented","GeneratedOrWrittenDataSurface","Documented schema/parser/data-contract evidence for 'region.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=region.txt; L32; Evidence=StreamWriter w = File.AppendText(""region.txt"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Commands/RecordItems.cs:L32:StreamWriter w = File.AppendText(""region.txt"");; POST-BATCH-S direct schema review=GeneratedOrWrittenDataSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0324; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0100","RB-06566","PBN-0325","P10-F06566","POST-BATCH-F","PBF-305","XML/config schemas","System:Commands","Data/Scripts/System/Commands/SpawnerCatalog.cs","spawners.txt","GeneratedOrWrittenData","32","32","Data/Scripts/System/Commands/SpawnerCatalog.cs:L32:StreamWriter w = File.AppendText(""spawners.txt"");","Yes","Current source writes, appends, copies, or generates 'spawners.txt'; output shape is writer-defined and no runtime parser behavior is changed.","Writer/export behavior is preserved exactly; file creation, overwrite, append, or copy behavior is whatever the current cited source performs.","Reload is not introduced; generated output remains tied to the existing command/runtime writer path.","No invalid-input behavior changed in this documentation-only batch.","Documented","GeneratedOrWrittenDataSurface","Documented schema/parser/data-contract evidence for 'spawners.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=spawners.txt; L32; Evidence=StreamWriter w = File.AppendText(""spawners.txt"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Commands/SpawnerCatalog.cs:L32:StreamWriter w = File.AppendText(""spawners.txt"");; POST-BATCH-S direct schema review=GeneratedOrWrittenDataSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0325; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0101","RB-06567","PBN-0326","P10-F06567","POST-BATCH-F","PBF-306","XML/config schemas","System:Commands","Data/Scripts/System/Commands/SpecialExport.cs",".\Export\{0}.cfg","GeneratedOrWrittenData","76","76","Data/Scripts/System/Commands/SpecialExport.cs:L76:using (StreamWriter op = new StreamWriter(String.Format(@"".\Export\{0}.cfg"", file)))","Yes","Current source writes, appends, copies, or generates '.\Export\{0}.cfg'; output shape is writer-defined and no runtime parser behavior is changed.","Writer/export behavior is preserved exactly; file creation, overwrite, append, or copy behavior is whatever the current cited source performs.","Reload is not introduced; generated output remains tied to the existing command/runtime writer path.","No invalid-input behavior changed in this documentation-only batch.","Documented","GeneratedOrWrittenDataSurface","Documented schema/parser/data-contract evidence for '.\Export\{0}.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=.\Export\{0}.cfg; L76; Evidence=using (StreamWriter op = new StreamWriter(String.Format(@"".\Export\{0}.cfg"", file))); POST-BATCH-S CurrentSource=Data/Scripts/System/Commands/SpecialExport.cs:L76:using (StreamWriter op = new StreamWriter(String.Format(@"".\Export\{0}.cfg"", file))); POST-BATCH-S direct schema review=GeneratedOrWrittenDataSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0326; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0102","RB-06568","PBN-0327","P10-F06568","POST-BATCH-F","PBF-307","XML/config schemas","System:Commands","Data/Scripts/System/Commands/StaticExport.cs",".\Export\{0}.cfg","GeneratedOrWrittenData","77","77","Data/Scripts/System/Commands/StaticExport.cs:L77:using (StreamWriter op = new StreamWriter(String.Format(@"".\Export\{0}.cfg"", file)))","Yes","Current source writes, appends, copies, or generates '.\Export\{0}.cfg'; output shape is writer-defined and no runtime parser behavior is changed.","Writer/export behavior is preserved exactly; file creation, overwrite, append, or copy behavior is whatever the current cited source performs.","Reload is not introduced; generated output remains tied to the existing command/runtime writer path.","No invalid-input behavior changed in this documentation-only batch.","Documented","GeneratedOrWrittenDataSurface","Documented schema/parser/data-contract evidence for '.\Export\{0}.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=.\Export\{0}.cfg; L77; Evidence=using (StreamWriter op = new StreamWriter(String.Format(@"".\Export\{0}.cfg"", file))); POST-BATCH-S CurrentSource=Data/Scripts/System/Commands/StaticExport.cs:L77:using (StreamWriter op = new StreamWriter(String.Format(@"".\Export\{0}.cfg"", file))); POST-BATCH-S direct schema review=GeneratedOrWrittenDataSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0327; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0103","RB-06569","PBN-0328","P10-F06569","POST-BATCH-F","PBF-308","XML/config schemas","System:Commands","Data/Scripts/System/Commands/TargetLog.cs","targets.txt","GeneratedOrWrittenData","96","96","Data/Scripts/System/Commands/TargetLog.cs:L96:StreamWriter w = File.AppendText(""targets.txt"");","Yes","Current source writes, appends, copies, or generates 'targets.txt'; output shape is writer-defined and no runtime parser behavior is changed.","Writer/export behavior is preserved exactly; file creation, overwrite, append, or copy behavior is whatever the current cited source performs.","Reload is not introduced; generated output remains tied to the existing command/runtime writer path.","No invalid-input behavior changed in this documentation-only batch.","Documented","GeneratedOrWrittenDataSurface","Documented schema/parser/data-contract evidence for 'targets.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=targets.txt; L96; Evidence=StreamWriter w = File.AppendText(""targets.txt"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Commands/TargetLog.cs:L96:StreamWriter w = File.AppendText(""targets.txt"");; POST-BATCH-S direct schema review=GeneratedOrWrittenDataSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0328; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0104","RB-06466","PBN-0329","P10-F06466","POST-BATCH-F","PBF-205","XML/config schemas","System:Gumps","Data/Scripts/System/Gumps/CategorizedAddGump.cs","Data/System/XML/objects.xml","XmlOrXmlPath","156","156","Data/Scripts/System/Gumps/CategorizedAddGump.cs:L156:m_Root = Load(""Data/System/XML/objects.xml"");","Yes","Current source references 'Data/System/XML/objects.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'Data/System/XML/objects.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Gumps->DataFile:Data/System/XML/objects.xml; Data/Scripts/System/Gumps/CategorizedAddGump.cs:L156:m_Root = Load(""Data/System/XML/objects.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Gumps/CategorizedAddGump.cs:L156:m_Root = Load(""Data/System/XML/objects.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0329; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0105","RB-06467","PBN-0330","P10-F06467","POST-BATCH-F","PBF-206","XML/config schemas","System:Gumps","Data/Scripts/System/Gumps/Go/GoGump.cs","System/XML/go.xml","XmlOrXmlPath","10","10","Data/Scripts/System/Gumps/Go/GoGump.cs:L10:public static readonly LocationTree Listing = new LocationTree(""System/XML/go.xml"");","Yes","Current source references 'System/XML/go.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'System/XML/go.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Gumps->DataFile:System/XML/go.xml; Data/Scripts/System/Gumps/Go/GoGump.cs:L10:public static readonly LocationTree Listing = new LocationTree(""System/XML/go.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Gumps/Go/GoGump.cs:L10:public static readonly LocationTree Listing = new LocationTree(""System/XML/go.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0330; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0106","RB-06570","PBN-0331","P10-F06570","POST-BATCH-F","PBF-309","XML/config schemas","System:Gumps","Data/Scripts/System/Gumps/CategorizedAddGump.cs","Data/System/XML/objects.xml","XmlOrXmlPath","156","156","Data/Scripts/System/Gumps/CategorizedAddGump.cs:L156:m_Root = Load(""Data/System/XML/objects.xml"");","Yes","Current source references 'Data/System/XML/objects.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'Data/System/XML/objects.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/XML/objects.xml; L156; Evidence=m_Root = Load(""Data/System/XML/objects.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Gumps/CategorizedAddGump.cs:L156:m_Root = Load(""Data/System/XML/objects.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0331; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0107","RB-06571","PBN-0332","P10-F06571","POST-BATCH-F","PBF-310","XML/config schemas","System:Gumps","Data/Scripts/System/Gumps/Go/GoGump.cs","System/XML/go.xml","XmlOrXmlPath","10","10","Data/Scripts/System/Gumps/Go/GoGump.cs:L10:public static readonly LocationTree Listing = new LocationTree(""System/XML/go.xml"");","Yes","Current source references 'System/XML/go.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'System/XML/go.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=System/XML/go.xml; L10; Evidence=public static readonly LocationTree Listing = new LocationTree(""System/XML/go.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Gumps/Go/GoGump.cs:L10:public static readonly LocationTree Listing = new LocationTree(""System/XML/go.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0332; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0108","RB-06468","PBN-0333","P10-F06468","POST-BATCH-F","PBF-207","XML/config schemas","System:Help","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","Data/System/CFG/pageresponse.cfg","PathOrPattern","211","211","Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L211:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/pageresponse.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/pageresponse.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Help->DataFile:Data/System/CFG/pageresponse.cfg; Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L211:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L211:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0333; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0109","RB-06469","PBN-0334","P10-F06469","POST-BATCH-F","PBF-208","XML/config schemas","System:Help","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","Data/System/CFG/pageresponse.cfg","PathOrPattern","233","233","Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L233:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/pageresponse.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/pageresponse.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Help->DataFile:Data/System/CFG/pageresponse.cfg; Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L233:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L233:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0334; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0110","RB-06572","PBN-0335","P10-F06572","POST-BATCH-F","PBF-311","XML/config schemas","System:Help","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","Data/System/CFG/pageresponse.cfg","PathOrPattern","211","211","Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L211:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/pageresponse.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/pageresponse.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/CFG/pageresponse.cfg; L211; Evidence=string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L211:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0335; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0111","RB-06573","PBN-0336","P10-F06573","POST-BATCH-F","PBF-312","XML/config schemas","System:Help","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","Data/System/CFG/pageresponse.cfg","PathOrPattern","233","233","Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L233:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");","Yes","Current source declares or uses 'Data/System/CFG/pageresponse.cfg' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for 'Data/System/CFG/pageresponse.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; Reference=Data/System/CFG/pageresponse.cfg; L233; Evidence=string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Help/Gumps/PageQueueGump.cs:L233:string path = Path.Combine(Core.BaseDirectory, ""Data/System/CFG/pageresponse.cfg"");; POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0336; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0112","RB-06470","PBN-0337","P10-F06470","POST-BATCH-F","PBF-209","XML/config schemas","System:Misc","Data/Scripts/System/Misc/MOTD.cs","{0}.txt","PathOrPattern","238","252","Data/Scripts/System/Misc/MOTD.cs:L252:String.Format(""{0}.txt"", MOTD_Main.Info[i].Name)","Yes","Current source declares or uses '{0}.txt' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for '{0}.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Misc->DataFile:{0}.txt; Data/Scripts/System/Misc/MOTD.cs:L238:String.Format(""{0}.txt"", MOTD_Main.Info[i].Name); POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/MOTD.cs:L252:String.Format(""{0}.txt"", MOTD_Main.Info[i].Name); POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0337; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0113","RB-06471","PBN-0338","P10-F06471","POST-BATCH-F","PBF-210","XML/config schemas","System:Misc","Data/Scripts/System/Misc/MOTD.cs","{0}.txt","PathOrPattern","261","252","Data/Scripts/System/Misc/MOTD.cs:L252:String.Format(""{0}.txt"", MOTD_Main.Info[i].Name)","Yes","Current source declares or uses '{0}.txt' as a config/data/schema path or pattern; the row documents that source-traced contract without source/config edits.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","PathConstantOrSchemaReference","Documented schema/parser/data-contract evidence for '{0}.txt' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Misc->DataFile:{0}.txt; Data/Scripts/System/Misc/MOTD.cs:L261:String.Format(""{0}.txt"", MOTD_Main.Info[i].Name); POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/MOTD.cs:L252:String.Format(""{0}.txt"", MOTD_Main.Info[i].Name); POST-BATCH-S direct schema review=PathConstantOrSchemaReference","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0338; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0114","RB-06472","PBN-0339","P10-F06472","POST-BATCH-F","PBF-211","XML/config schemas","System:Misc","Data/Scripts/System/Misc/Build.cs","*.cfg","DirectoryGlob","36101","36101","Data/Scripts/System/Misc/Build.cs:L36101:string[] files = Directory.GetFiles(folder, ""*.cfg"");","Yes","Current source enumerates files matching '*.cfg' from the cited parser/export surface; this documents the globbed schema/data surface without normalizing file contents.","No directory or file normalization was made; empty/missing/glob behavior remains governed by the current source call and surrounding handling.","No reload semantics changed; this batch records current load/read/write evidence only.","No invalid-input behavior changed in this documentation-only batch.","Documented","DirectoryGlobSchemaSurface","Documented schema/parser/data-contract evidence for '*.cfg' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Misc->DataFile:*.cfg; Data/Scripts/System/Misc/Build.cs:L36101:string[] files = Directory.GetFiles(folder, ""*.cfg"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/Build.cs:L36101:string[] files = Directory.GetFiles(folder, ""*.cfg"");; POST-BATCH-S direct schema review=DirectoryGlobSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0339; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
"POST-BATCH-S","PBS-0115","RB-06473","PBN-0340","P10-F06473","POST-BATCH-F","PBF-212","XML/config schemas","System:Misc","Data/Scripts/System/Misc/Accounts.cs","accounts.xml","XmlOrXmlPath","751","778","Data/Scripts/System/Misc/Accounts.cs:L778:string filePath = Path.Combine(""Saves/Accounts"", ""accounts.xml"");","Yes","Current source references 'accounts.xml' as an XML/schema path or XML load surface; element/root behavior remains defined by the cited source parser.","No default or missing-file behavior was changed; any default behavior must be read from the cited current parser source before a later behavior batch.","No reload semantics changed; this batch records current load/read/write evidence only.","Invalid XML/root/element behavior remains source-owned by the current parser; no schema validation or migration policy changed.","Documented","XmlDocumentSchemaSurface","Documented schema/parser/data-contract evidence for 'accounts.xml' from current source; no source/config behavior change.","Passed: current source file and line resolved; row classified from current source evidence; no source/project/XML/config/data behavior changed.","POST-BATCH-N lane=POST-BATCH-N-SCHEMA-DOCUMENTATION; FileProofStatus=CurrentPathConfirmed; System:Misc->DataFile:accounts.xml; Data/Scripts/System/Misc/Accounts.cs:L751:string filePath = Path.Combine(""Saves/Accounts"", ""accounts.xml"");; POST-BATCH-S CurrentSource=Data/Scripts/System/Misc/Accounts.cs:L778:string filePath = Path.Combine(""Saves/Accounts"", ""accounts.xml"");; POST-BATCH-S direct schema review=XmlDocumentSchemaSurface","2026-06-14T20:33:44.4399529-05:00","Queue source=PBN-0340; previous active status=QueuedSourceFollowUp; file proof=CurrentPathConfirmed; path resolution=OriginalPathCurrent."
