"BatchId","ReviewRowId","BacklogId","SourceId","Priority","HistoricalStatus","Category","System","HistoricalFile","CurrentFile","Line","CurrentSourceLine","PostBatchLReviewRowId","PostBatchLCommandParseQuality","PostBatchLDecision","ParsedCommand","ParsedAccess","ParsedHandler","ReviewClass","ResolvedCommand","ResolvedAccess","ResolvedHandler","Decision","SourceEvidence","Action","Verification","ReviewedBatchId","ReviewedAt","Notes"
"POST-BATCH-M","PBM-0037","RB-04383","P10-F04383","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/LogTreasureChests.cs","Data/Scripts/System/Commands/LogTreasureChests.cs","30","CommandSystem.Register(command, access, handler);","PBL-0150","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","logchests","Caller supplied access parameter resolved at reviewed callsites","LogChests_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/LogTreasureChests.cs; QueuedLine=30; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=21; NearestRegistration=CommandSystem.Register( ""logchests"", AccessLevel.Administrator, new CommandEventHandler(LogChests_OnCommand) );; ResolvedCommand=logchests; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=LogChests_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0038","RB-04422","P10-F04422","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Implementors/BaseCommandImplementor.cs","Data/Scripts/System/Commands/Implementors/BaseCommandImplementor.cs","334","CommandSystem.Register(","PBL-0189","ParsedCommandAccessHandler","QueuedSourceFollowUp","m_Accessors[i]","m_AccessLevel","Execute","GenericCommandFramework","m_Accessors[i]","Implementor m_AccessLevel; reviewed accessors are framework controlled","Execute","ReviewedNoChange","SourceReviewClass=GenericCommandFramework; CurrentFile=Data/Scripts/System/Commands/Implementors/BaseCommandImplementor.cs; QueuedLine=334; QueuedSourceLine=CommandSystem.Register(; NearestRegistrationLine=334; NearestRegistration=CommandSystem.Register( m_Accessors[i], m_AccessLevel, new CommandEventHandler(Execute) );; ResolvedCommand=m_Accessors[i]; ResolvedAccess=Implementor m_AccessLevel; reviewed accessors are framework controlled; ResolvedHandler=Execute","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0039","RB-04423","P10-F04423","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Implementors/SingleCommandImplementor.cs","Data/Scripts/System/Commands/Implementors/SingleCommandImplementor.cs","25","CommandSystem.Register(","PBL-0190","ParsedCommandAccessHandler","QueuedSourceFollowUp","command.Commands[i]","command.AccessLevel","Redirect","GenericCommandFramework","command.Commands[i]","Underlying BaseCommand.AccessLevel with Redirect access recheck","Redirect","ReviewedNoChange","SourceReviewClass=GenericCommandFramework; CurrentFile=Data/Scripts/System/Commands/Implementors/SingleCommandImplementor.cs; QueuedLine=25; QueuedSourceLine=CommandSystem.Register(; NearestRegistrationLine=25; NearestRegistration=CommandSystem.Register( command.Commands[i], command.AccessLevel, new CommandEventHandler(Redirect) );; ResolvedCommand=command.Commands[i]; ResolvedAccess=Underlying BaseCommand.AccessLevel with Redirect access recheck; ResolvedHandler=Redirect","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0040","RB-04431","P10-F04431","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/CorpseSearch.cs","Data/Scripts/System/Commands/Player/CorpseSearch.cs","29","CommandSystem.Register(command, access, handler);","PBL-0198","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","corpse","Caller supplied access parameter resolved at reviewed callsites","Corpse_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/Player/CorpseSearch.cs; QueuedLine=29; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=20; NearestRegistration=CommandSystem.Register( ""corpse"", AccessLevel.Player, new CommandEventHandler(Corpse_OnCommand) );; ResolvedCommand=corpse; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=Corpse_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0041","RB-04433","P10-F04433","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/CorpseSearch.cs","Data/Scripts/System/Commands/Player/CorpseSearch.cs","134","""corpseclear"",","PBL-0200","ParsedAccessOnly","QueuedSourceFollowUp","","Player","Corpse_OnCommand","DirectCommandAccessResolved","corpseclear","Player","Corpse_OnCommand","ReviewedNoChange","SourceReviewClass=DirectCommandAccessResolved; CurrentFile=Data/Scripts/System/Commands/Player/CorpseSearch.cs; QueuedLine=134; QueuedSourceLine=""corpseclear"",; NearestRegistrationLine=133; NearestRegistration=CommandSystem.Register( ""corpseclear"", AccessLevel.Player, new CommandEventHandler(Corpse_OnCommand) );; ResolvedCommand=corpseclear; ResolvedAccess=Player; ResolvedHandler=Corpse_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0042","RB-04437","P10-F04437","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/Loot.cs","Data/Scripts/System/Commands/Player/Loot.cs","125","CommandSystem.Register(command, access, handler);","PBL-0204","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","loot","Caller supplied access parameter resolved at reviewed callsites","LootChoice_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/Player/Loot.cs; QueuedLine=125; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=116; NearestRegistration=CommandSystem.Register( ""loot"", AccessLevel.Player, new CommandEventHandler(LootChoice_OnCommand) );; ResolvedCommand=loot; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=LootChoice_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0043","RB-04439","P10-F04439","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/MoonSearch.cs","Data/Scripts/System/Commands/Player/MoonSearch.cs","29","CommandSystem.Register(command, access, handler);","PBL-0206","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","magicgate","Caller supplied access parameter resolved at reviewed callsites","Moon_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/Player/MoonSearch.cs; QueuedLine=29; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=20; NearestRegistration=CommandSystem.Register( ""magicgate"", AccessLevel.Player, new CommandEventHandler(Moon_OnCommand) );; ResolvedCommand=magicgate; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=Moon_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0044","RB-04442","P10-F04442","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/MusicPlaylist.cs","Data/Scripts/System/Commands/Player/MusicPlaylist.cs","30","CommandSystem.Register(command, access, handler);","PBL-0209","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","music","Caller supplied access parameter resolved at reviewed callsites","MyStats_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/Player/MusicPlaylist.cs; QueuedLine=30; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=21; NearestRegistration=CommandSystem.Register( ""music"", AccessLevel.Player, new CommandEventHandler(MyStats_OnCommand) );; ResolvedCommand=music; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=MyStats_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0045","RB-04448","P10-F04448","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/QuickBar.cs","Data/Scripts/System/Commands/Player/QuickBar.cs","35","CommandSystem.Register(command, access, handler);","PBL-0215","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","quickbar","Caller supplied access parameter resolved at reviewed callsites","ToolBar_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/Player/QuickBar.cs; QueuedLine=35; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=26; NearestRegistration=CommandSystem.Register( ""quickbar"", AccessLevel.Player, new CommandEventHandler(ToolBar_OnCommand) );; ResolvedCommand=quickbar; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=ToolBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0046","RB-04451","P10-F04451","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/RegBar.cs","Data/Scripts/System/Commands/Player/RegBar.cs","40","CommandSystem.Register(command, access, handler);","PBL-0218","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PassthroughHelperResolved","regclose","Caller supplied access parameter resolved at reviewed callsites","CReagent_OnCommand","ReviewedNoChange","SourceReviewClass=PassthroughHelperResolved; CurrentFile=Data/Scripts/System/Commands/Player/RegBar.cs; QueuedLine=40; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=31; NearestRegistration=CommandSystem.Register( ""regclose"", AccessLevel.Player, new CommandEventHandler(CReagent_OnCommand) );; ResolvedCommand=regclose; ResolvedAccess=Caller supplied access parameter resolved at reviewed callsites; ResolvedHandler=CReagent_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0047","RB-04456","P10-F04456","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","43","CommandSystem.Register(command, access, handler);","PBL-0223","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","ancient","Player through reviewed spell command callsites","AncientBook_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=43; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=34; NearestRegistration=CommandSystem.Register( ""ancient"", AccessLevel.Player, new CommandEventHandler(AncientBook_OnCommand) );; ResolvedCommand=ancient; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=AncientBook_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0048","RB-04458","P10-F04458","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","78","CommandSystem.Register(command, access, handler);","PBL-0225","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","archclose1","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=78; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=69; NearestRegistration=CommandSystem.Register( ""archclose1"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=archclose1; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0049","RB-04460","P10-F04460","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","104","CommandSystem.Register(command, access, handler);","PBL-0227","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","archclose2","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=104; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=95; NearestRegistration=CommandSystem.Register( ""archclose2"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=archclose2; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0050","RB-04462","P10-F04462","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","130","CommandSystem.Register(command, access, handler);","PBL-0229","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","archclose3","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=130; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=121; NearestRegistration=CommandSystem.Register( ""archclose3"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=archclose3; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0051","RB-04464","P10-F04464","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","156","CommandSystem.Register(command, access, handler);","PBL-0231","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","archclose4","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=156; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=147; NearestRegistration=CommandSystem.Register( ""archclose4"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=archclose4; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0052","RB-04466","P10-F04466","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","182","CommandSystem.Register(command, access, handler);","PBL-0233","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","elementclose1","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=182; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=173; NearestRegistration=CommandSystem.Register( ""elementclose1"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=elementclose1; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0053","RB-04468","P10-F04468","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","208","CommandSystem.Register(command, access, handler);","PBL-0235","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","elementclose2","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=208; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=199; NearestRegistration=CommandSystem.Register( ""elementclose2"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=elementclose2; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0054","RB-04470","P10-F04470","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","234","CommandSystem.Register(command, access, handler);","PBL-0237","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","mageclose1","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=234; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=225; NearestRegistration=CommandSystem.Register( ""mageclose1"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=mageclose1; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0055","RB-04472","P10-F04472","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","260","CommandSystem.Register(command, access, handler);","PBL-0239","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","mageclose2","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=260; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=251; NearestRegistration=CommandSystem.Register( ""mageclose2"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=mageclose2; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
"POST-BATCH-M","PBM-0056","RB-04474","P10-F04474","P2","Ready","Command access","System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","286","CommandSystem.Register(command, access, handler);","PBL-0241","ParsedCommandAccessHandler","QueuedSourceFollowUp","command","access","handler","PlayerSpellbarCommandSurface","mageclose3","Player through reviewed spell command callsites","CloseBar_OnCommand","ReviewedNoChange","SourceReviewClass=PlayerSpellbarCommandSurface; CurrentFile=Data/Scripts/System/Commands/Player/SpellBarsCommands.cs; QueuedLine=286; QueuedSourceLine=CommandSystem.Register(command, access, handler);; NearestRegistrationLine=277; NearestRegistration=CommandSystem.Register( ""mageclose3"", AccessLevel.Player, new CommandEventHandler(CloseBar_OnCommand) );; ResolvedCommand=mageclose3; ResolvedAccess=Player through reviewed spell command callsites; ResolvedHandler=CloseBar_OnCommand","No source change. Current command access was resolved against source and no unsafe exposure was confirmed.","Reviewed POST-BATCH-L queued row against current source in POST-BATCH-M. No runtime source/project/XML/config files changed. Source build and runtime compile were not run because this is audit-only. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors","POST-BATCH-M-01A","2026-06-14T13:15:22.7769319-05:00","POST-BATCH-M source review resolved the POST-BATCH-L command-access follow-up without changing runtime behavior."
