##############################
Log started on 3/27/2023 6:06:40 AM

3/27/2023 6:43:20 AM: 221.127.243.47: Player 0xF1BE "miner" ('yetaobg1') used command 'elementtool1 '
3/27/2023 9:32:23 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:32:26 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:32:30 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:32:32 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:32:38 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:32:43 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:32:47 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 9:32:48 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:32:52 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:32:53 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:32:55 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:32:56 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:32:59 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:33:00 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:33:00 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:33:03 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:33:06 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:33:13 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:33:20 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'ferretflee '
3/27/2023 9:34:21 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:34:24 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:36:11 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:36:14 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:36:25 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:36:27 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:36:58 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:37:01 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:37:06 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:37:08 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:37:09 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:37:11 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:37:13 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set1 '
3/27/2023 9:39:24 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:39:29 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:40:02 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 9:40:08 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:40:10 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:40:17 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:43:26 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set5 '
3/27/2023 9:43:36 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:43:38 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:43:45 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:43:50 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:43:52 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:45:44 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:45:49 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:55:20 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 9:55:21 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:00:12 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:00:14 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:00:16 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:00:18 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:02:23 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:02:24 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:02:25 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:02:27 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:04:44 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:05:22 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:05:24 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:05:25 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:05:28 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:05:35 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:00 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:03 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:04 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:06 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:11 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:18 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:06:24 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:08:19 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:08:21 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:10:39 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:10:45 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:10:49 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:10:51 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 10:10:52 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:11:53 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:11:54 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:11:56 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:16:34 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:16:36 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:16:43 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:16:44 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:16:46 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:16:49 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:17:31 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 10:17:32 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 10:17:33 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:17:39 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 10:17:40 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:29:57 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:29:58 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:29:59 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:30:46 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:30:47 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:30:48 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:30:50 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:31:55 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:32:26 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:32:51 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:32:56 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:03 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'monkeyleap '
3/27/2023 10:33:04 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:08 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:36 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:40 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:45 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:47 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:51 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:53 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:33:54 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:28 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:29 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:32 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:33 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:37 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:45 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:35:57 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:36:03 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:36:20 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:36:46 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:36:48 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:36:50 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:37:09 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:43:17 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:44:38 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:44:41 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:44:44 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:45:18 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:45:53 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:45:54 AM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set2 '
3/27/2023 10:46:39 AM: 122.235.233.24: Player 0x43BD "Dw" ('testkk') used command 'set4 '
3/27/2023 10:47:45 AM: 73.73.90.169: Administrator 0x4EBB0 "Valendil" ('paco2704') used command 'admin '
3/27/2023 10:47:59 AM: 73.73.90.169: Administrator 0x4EBB0 "Valendil" ('paco2704') used command 'epurge '
3/27/2023 10:48:00 AM: 73.73.90.169: Administrator 0x4EBB0 "Valendil" ('paco2704') used command 'go '
3/27/2023 11:58:42 AM: 122.235.233.24: Player 0xAB27 "DarkWind" ('darkwind') used command 'tigerstrength '
3/27/2023 4:28:01 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'admin '
3/27/2023 5:48:20 PM: 99.46.33.208: Player 0x121C6 "Godfrey" ('Godfrey') used command 'wealth '
3/27/2023 6:01:16 PM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'hmbanish '
3/27/2023 6:01:16 PM: 221.127.243.47: Player 0x115E3 "Xeron" ('reaper') used command 'set4 '
3/27/2023 8:44:56 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'go '
3/27/2023 8:44:58 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'admin '
3/27/2023 8:45:10 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'props '
3/27/2023 8:45:29 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add ankh'
3/27/2023 8:45:54 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'props '
3/27/2023 10:18:32 PM: 99.46.33.208: Player 0x121C6 "Godfrey" ('Godfrey') used command 'corpseclear '
3/27/2023 10:50:15 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'admin '
3/27/2023 10:50:28 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'addtopack breadloaf 500'
3/27/2023 10:50:31 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (4173, 1369, 7) in Lodor: "breadloaf" "500"
3/27/2023 10:50:31 PM: 192.168.16.101: Serials: 0x400A70CD; 
3/27/2023 10:54:11 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 10:54:21 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 10:54:25 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 10:54:33 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 10:54:41 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 10:54:44 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 10:56:28 PM: 192.168.16.101: Player 0x14540 "Levulk" ('jhs592') used command 'hunger '
3/27/2023 11:03:41 PM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'admin '
3/27/2023 11:22:57 PM: 58.82.214.63: Player 0x702C "Elon Musk" ('Jin') used command 'c '
3/28/2023 12:28:50 AM: 192.168.16.101: Owner 0x186E6 "Nephta" ('Admin') used command 'charcontrol '
3/28/2023 12:28:56 AM: 192.168.16.101: Mobile Nephtan (0x1) of Acct Admin  Deleted.
3/28/2023 12:29:02 AM: 192.168.16.101: Owner 0x186E6 "Nephta" ('Admin') used command 'set name Nephtan'
3/28/2023 12:29:04 AM: 192.168.16.101: Owner 0x186E6 "Nephta" ('Admin') set property 'name' of 0x186E6 "Nephta" ('Admin') to 'Nephtan'
3/28/2023 12:29:07 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') is assuming a GM body
3/28/2023 12:29:07 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'gmme '
3/28/2023 12:29:41 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'addtopack gmhidingstone'
3/28/2023 12:29:43 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') building at (3578, 3419, 0) in Sosaria: "gmhidingstone"
3/28/2023 12:29:43 AM: 192.168.16.101: Serials: 0x400B52A4; 
3/28/2023 12:29:48 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'contained remove'
3/28/2023 12:29:50 AM: 192.168.16.101: Awaiting confirmation...
3/28/2023 12:29:51 AM: 192.168.16.101: Delete command confirmed.
3/28/2023 12:29:51 AM: 192.168.16.101: The item has been deleted. (21)
3/28/2023 12:29:52 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'addtopack gmhidingstone'
3/28/2023 12:29:54 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') building at (3578, 3419, 0) in Sosaria: "gmhidingstone"
3/28/2023 12:29:54 AM: 192.168.16.101: Serials: 0x400B52B8; 
3/28/2023 12:29:59 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'add to pack access'
3/28/2023 12:30:08 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') building at (3579, 3418, 0) in Sosaria: "AccessLevelStone"
3/28/2023 12:30:08 AM: 192.168.16.101: Serials: 0x400B52DB; 
3/28/2023 12:30:35 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'admin '
3/28/2023 12:35:11 AM: 192.168.16.101: Owner 0x186E6 "Nephtan" ('Admin') used command 'admin '
3/28/2023 1:58:46 AM: 61.185.253.3: Player 0x116CC "MeToo" ('ixaohoon') used command 'magicgate '
3/28/2023 2:01:05 AM: 61.185.253.3: Player 0x116CC "MeToo" ('ixaohoon') used command 'magicgate '
3/28/2023 2:11:15 AM: 61.185.253.3: Player 0x116CC "MeToo" ('ixaohoon') used command 'magicgate '
3/28/2023 2:17:21 AM: 61.185.253.3: Player 0x116CC "MeToo" ('ixaohoon') used command 'magicgate '
