##############################
Log started on 3/16/2023 6:05:14 AM

3/16/2023 6:05:44 AM: 73.73.90.169: Administrator 0x4EBB0 "Valendil" ('paco2704') used command 'admin '
3/16/2023 9:13:51 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:13:52 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:04 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add dragon'
3/16/2023 9:14:05 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3013, 1182, 0) in Sosaria: "dragon"
3/16/2023 9:14:05 AM: 192.168.16.101: Serials: 0x20DF; 
3/16/2023 9:14:06 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add dragon'
3/16/2023 9:14:08 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:12 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:14 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:15 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:17 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3022, 1176, 0) in Sosaria: "dragon"
3/16/2023 9:14:17 AM: 192.168.16.101: Serials: 0x20F8; 
3/16/2023 9:14:17 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:19 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:23 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:24 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add drag'
3/16/2023 9:14:25 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:29 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:14:51 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add anct'
3/16/2023 9:14:54 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:14:59 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3025, 1178, 0) in Sosaria: "AncientWyrm"
3/16/2023 9:14:59 AM: 192.168.16.101: Serials: 0x215F; 
3/16/2023 9:15:01 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:05 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:06 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:09 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:11 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:14 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:15:18 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:19 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:21 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:24 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:30 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add drag'
3/16/2023 9:15:39 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3024, 1176, 0) in Sosaria: "AncientWyrm"
3/16/2023 9:15:39 AM: 192.168.16.101: Serials: 0x21BD; 
3/16/2023 9:15:42 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:44 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:15:45 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:46 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set2 '
3/16/2023 9:15:48 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:50 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set2 '
3/16/2023 9:15:52 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:53 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:56 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:57 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:15:58 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:01 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:03 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:04 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:16:07 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:10 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3027, 1184, 0) in Sosaria: "AncientWyrm"
3/16/2023 9:16:10 AM: 192.168.16.101: Serials: 0x2206; 
3/16/2023 9:16:13 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:15 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:16 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:19 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:24 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:32 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:35 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:16:37 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:16:41 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:16:46 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'kill '
3/16/2023 9:16:46 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') killing 0x2206 "Ulloda" (no account)
3/16/2023 9:17:00 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add clean'
3/16/2023 9:17:08 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3029, 1184, 0) in Sosaria: "Bandage"
3/16/2023 9:17:08 AM: 192.168.16.101: Serials: 0x4001BDC5; 
3/16/2023 9:17:19 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'mortal '
3/16/2023 9:17:20 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'blessed' of 0x1 "Nephtan" ('Admin') to 'False'
3/16/2023 9:17:41 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3034, 1179, 0) in Sosaria: "AncientWyrm"
3/16/2023 9:17:41 AM: 192.168.16.101: Serials: 0x227E; 
3/16/2023 9:17:47 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:17:51 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:17:55 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:17:56 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:17:58 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:17:59 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:17:59 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:18:00 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:18:07 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 9:18:08 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 9:18:10 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:18:12 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:18:13 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:18:15 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 9:18:18 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set3 '
3/16/2023 9:18:19 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 9:18:20 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'delete '
3/16/2023 9:18:21 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') deleting 0x227E "Polarinth" (no account)
3/16/2023 9:18:21 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 9:18:22 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 9:18:27 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:18:51 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 1300'
3/16/2023 9:18:52 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '1300'
3/16/2023 9:18:59 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'get fame'
3/16/2023 9:19:05 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 13000'
3/16/2023 9:19:06 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '13000'
3/16/2023 9:19:29 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 3000'
3/16/2023 9:19:31 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '3000'
3/16/2023 9:19:36 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 13000'
3/16/2023 9:19:38 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '13000'
3/16/2023 9:19:48 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 3000'
3/16/2023 9:19:50 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '3000'
3/16/2023 9:19:53 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 13000'
3/16/2023 9:19:59 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '13000'
3/16/2023 9:20:14 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:20:18 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 3000'
3/16/2023 9:20:19 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '3000'
3/16/2023 9:20:22 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 13000'
3/16/2023 9:20:24 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '13000'
3/16/2023 9:20:46 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3031, 1188, 0) in Sosaria: "DesertWyrm"
3/16/2023 9:20:46 AM: 192.168.16.101: Serials: 0x229B; 
3/16/2023 9:20:50 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:20:54 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:20:55 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:20:56 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:20:59 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:00 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:00 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3031, 1189, 0) in Sosaria: "DesertWyrm"
3/16/2023 9:21:00 AM: 192.168.16.101: Serials: 0x229F; 
3/16/2023 9:21:00 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:03 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:05 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:07 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:09 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:15 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:15 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:17 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:20 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:21 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:23 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:24 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:26 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:29 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:30 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:30 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:21:48 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 1000'
3/16/2023 9:21:50 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0x8 "a familiar" (no account) to '1000'
3/16/2023 9:21:55 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 1000'
3/16/2023 9:21:55 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '1000'
3/16/2023 9:22:00 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:22:04 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'add wyrm'
3/16/2023 9:22:08 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3030, 1191, 0) in Sosaria: "DesertWyrm"
3/16/2023 9:22:08 AM: 192.168.16.101: Serials: 0x22B2; 
3/16/2023 9:22:19 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:22:24 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:22:25 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:22:29 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:22:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:22:33 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:22:36 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'refresh '
3/16/2023 9:22:38 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:23:07 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'get karma'
3/16/2023 9:23:18 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 13000'
3/16/2023 9:23:19 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '13000'
3/16/2023 9:23:46 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:23:52 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 1000'
3/16/2023 9:23:54 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '1000'
3/16/2023 9:23:57 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') building at (3037, 1189, 0) in Sosaria: "DesertWyrm"
3/16/2023 9:23:57 AM: 192.168.16.101: Serials: 0x22F3; 
3/16/2023 9:24:00 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:24:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 9:24:10 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'kill '
3/16/2023 9:24:11 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') killing 0x22F3 "Onthi" (no account)
3/16/2023 9:25:33 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:26:09 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set3 '
3/16/2023 9:27:12 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'get fame'
3/16/2023 9:27:14 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'get fame'
3/16/2023 9:27:18 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'get fame'
3/16/2023 9:27:19 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:27:37 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 15000'
3/16/2023 9:27:38 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0x1111C "thant" ('ddx') to '15000'
3/16/2023 9:27:48 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'get karma'
3/16/2023 9:28:13 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set karma -10000'
3/16/2023 9:28:14 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'karma' of 0xB16F "AT" ('yetaobg') to '-10000'
3/16/2023 9:28:58 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set karma -15000'
3/16/2023 9:28:59 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'karma' of 0xB16F "AT" ('yetaobg') to '-15000'
3/16/2023 9:29:06 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:29:11 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 5000'
3/16/2023 9:29:12 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '5000'
3/16/2023 9:29:32 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 10000'
3/16/2023 9:29:33 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '10000'
3/16/2023 9:29:54 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 1000'
3/16/2023 9:29:56 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '1000'
3/16/2023 9:30:31 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'set fame 5000'
3/16/2023 9:30:33 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') set property 'fame' of 0xB16F "AT" ('yetaobg') to '5000'
3/16/2023 9:30:52 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:32:39 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:34:25 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:36:12 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:37:58 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:39:45 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:41:31 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:43:18 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:45:04 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:46:51 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:48:37 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:50:24 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:52:10 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:53:56 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:55:43 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:57:29 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 9:59:16 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 10:04:41 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 10:04:43 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 10:04:50 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 10:21:10 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 10:22:57 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 10:23:03 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:23:05 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:23:13 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:23:14 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:23:32 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:23:36 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:23:41 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:23:50 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:23:56 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:23:59 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:24:04 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:24:07 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:24:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:24:32 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:24:37 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:24:39 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:24:44 AM: 60.176.87.154: Player 0x200A "af" ('anfen') used command 'magesballad '
3/16/2023 10:25:45 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:25:47 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:25:49 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:25:51 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:25:52 AM: 221.127.245.217: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:29:37 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:29:42 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:29:59 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:30:43 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'c '
3/16/2023 10:32:07 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:32:18 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:32:23 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:32:25 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:32:30 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:32:37 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:21 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:22 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:26 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
