ClassName,BaseClass,SourcePath,Kind,Status,Notes
ColoredShelfB,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfC,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfD,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfE,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfF,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfG,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfH,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfI,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfJ,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfK,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfL,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfM,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfN,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfO,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfP,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfQ,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfR,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfS,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfT,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfU,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfV,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfW,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfX,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfY,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredShelfZ,BaseContainer,Data/Scripts/Items/Containers/Shelves.cs,ItemCandidate,SourceVerified,
ColoredWallTorch,BaseLight,Data/Scripts/Items/Construction/Lights/ColoredWallTorch.cs,ItemCandidate,SourceVerified,
ColoringBook,Item,Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs,ItemCandidate,SourceVerified,
ColoringBookGump,Gump,Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs,ItemCandidate,SourceVerified,
CommodityDeed,Item,Data/Scripts/Items/Deeds/CommodityDeed.cs,ItemCandidate,SourceVerified,
CommodityDeedBox,BaseContainer,Data/Scripts/Items/Special/Veteran Rewards/CommodityDeedBox.cs,ItemCandidate,SourceVerified,
ComponentVerification,,Data/Scripts/Items/Houses/ComponentVerification.cs,ItemCandidate,SourceVerified,
CompositeBow,BaseRanged,Data/Scripts/Items/Weapons/Bows/CompositeBow.cs,ItemCandidate,SourceVerified,
ComputerDatabase,Item,Data/Scripts/Items/Technology/ComputerDatabase.cs,ItemCandidate,SourceVerified,
ComputerDatabaseGump,Gump,Data/Scripts/Items/Technology/ComputerDatabase.cs,ItemCandidate,SourceVerified,
ConansHelm,PlateHelm,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ConansHelm.cs,ItemCandidate,SourceVerified,
ConansLoinCloth,MagicBelt,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ConansLoinCloth.cs,ItemCandidate,SourceVerified,
ConansSword,VikingSword,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ConansSword.cs,ItemCandidate,SourceVerified,
ConfirmCommitGump,Gump,Data/Scripts/Items/Houses/HouseFoundation.cs,ItemCandidate,SourceVerified,
ConfirmDryDockGump,Gump,Data/Scripts/Items/Boats/Gumps/ConfirmDryDockGump.cs,ItemCandidate,SourceVerified,
ConfirmGump,Gump,Data/Scripts/Items/Special/Veteran Rewards/WeaponEngravingTool.cs,ItemCandidate,SourceVerified,
ConfirmRemoveGump,Gump,Data/Scripts/Items/Houses/Remodeling/Gumps/ConfirmRemoveGump.cs,ItemCandidate,SourceVerified,
ConfirmationMoongate,Moongate,Data/Scripts/Items/Trades/Magical/Misc/Moongate.cs,ItemCandidate,SourceVerified,
ConflagrationPotion,BaseConflagrationPotion,Data/Scripts/Items/Potions/Standard/Conflagration Potions/ConflagrationPotion.cs,ItemCandidate,SourceVerified,
ConfusionBlastPotion,BaseConfusionBlastPotion,Data/Scripts/Items/Potions/Standard/Confusion Blast Potions/ConfusionBlastPotion.cs,ItemCandidate,SourceVerified,
ConsecratedSharpeningStone,Item,Data/Scripts/Items/Trades/Sharpening/ConsecratedSharpeningStone.cs,ItemCandidate,SourceVerified,
ConsecratedSharpeningStoneTarget,Target,Data/Scripts/Items/Trades/Sharpening/ConsecratedSharpeningStone.cs,ItemCandidate,SourceVerified,
ContestMiniHouse,MiniHouseAddon,Data/Scripts/Items/Special/Veteran Rewards/ContestMiniHouse.cs,ItemCandidate,SourceVerified,
ContestMiniHouseDeed,MiniHouseDeed,Data/Scripts/Items/Special/Veteran Rewards/ContestMiniHouse.cs,ItemCandidate,SourceVerified,
ContractConfirmGump,GumpPlusLight,Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/ContractConfirmGump.cs,ItemCandidate,SourceVerified,
ContractOfEmployment,Item,Data/Scripts/Items/Misc/PlayerVendorDeed.cs,ItemCandidate,SourceVerified,
ContractSetupGump,GumpPlusLight,Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/ContractSetupGump.cs,ItemCandidate,SourceVerified,
ControlPanel,AddonComponent,Data/Scripts/Items/Misc/PowerGenerator.cs,ItemCandidate,SourceVerified,
CookableFood,Item,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,
CookedBird,Food,Data/Scripts/Items/Food/Food.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
CookieMix,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
Cookies,Food,Data/Scripts/Items/Food/Food.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
CooksCauldron,BaseTool,Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Cooking/Items/CooksCauldron.cs,ItemCandidate,SourceVerified,
CopperAmulet,GoldNecklace,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
CopperBracelet,GoldBracelet,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
CopperEarrings,GoldEarrings,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
CopperGranite,BaseGranite,Data/Scripts/Items/Trades/Resources/Masonry/Granite.cs,ItemCandidate,SourceVerified,
CopperHammer,RunicHammer1,Data/Scripts/Trades/Runics/BaseRunicHammer.cs,ItemCandidate,SourceVerified,
CopperIngot,BaseIngot,Data/Scripts/Items/Trades/Resources/Blacksmithing/Ingots.cs,ItemCandidate,SourceVerified,
CopperOre,BaseOre,Data/Scripts/Items/Trades/Resources/Blacksmithing/Ore.cs,ItemCandidate,SourceVerified,
CopperRing,GoldRing,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
CopperTinkerTools,RunicTinkerTools,Data/Scripts/Trades/Runics/BaseRunicTinkerTools.cs,ItemCandidate,SourceVerified,
CopperWire,Item,Data/Scripts/Items/Misc/Rares.cs,ItemCandidate,SourceVerified,
Corn,Food,Data/Scripts/Items/Farming/FarmableCorn.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
Corpse,Container,Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs,ItemCandidate,SourceVerified,
CorpseChest,LockableContainer,Data/Scripts/Items/Containers/CorpseChest.cs,ItemCandidate,SourceVerified,
CorpseContent,Packet,Data/Scripts/Items/Misc/Bodies/Corpses/Packets.cs,ItemCandidate,SourceVerified,
CorpseEquip,Packet,Data/Scripts/Items/Misc/Bodies/Corpses/Packets.cs,ItemCandidate,SourceVerified,
CorpseNameAttribute,Attribute,Data/Scripts/Items/Misc/Bodies/Corpses/CorpseNameAttribute.cs,ItemCandidate,SourceVerified,
CorpseSailor,LockableContainer,Data/Scripts/Items/Containers/CorpseSailor.cs,ItemCandidate,SourceVerified,
Corruption,Item,Data/Scripts/Items/Trades/Resources/MiscMLResources.cs,ItemCandidate,SourceVerified,
Cotton,Item,Data/Scripts/Items/Trades/Resources/Tailor/Cotton.cs,ItemCandidate,SourceVerified,
CounselorRobe,BaseSuit,Data/Scripts/Items/Clothing/Suits/CounselorRobe.cs,ItemCandidate,SourceVerified,
CounterDark,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterFancy,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterLight,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterPolished,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterRustic,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterStained,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterWood,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CounterWooden,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
CoveredChair,Item,Data/Scripts/Items/Construction/Ruined/RuinedItemSingle.cs,ItemCandidate,SourceVerified,
CraftBatchStatusGump,Gump,Data/Scripts/Trades/Core/Gumps/CraftBatchStatusGump.cs,ItemCandidate,SourceVerified,
CraftContext,,Data/Scripts/Trades/Core/CraftContext.cs,ItemCandidate,SourceVerified,
CraftGroup,,Data/Scripts/Trades/Core/CraftGroup.cs,ItemCandidate,SourceVerified,
CraftGroupCol,System.Collections.CollectionBase,Data/Scripts/Trades/Core/CraftGroupCol.cs,ItemCandidate,SourceVerified,
CraftGump,Gump,Data/Scripts/Trades/Core/Gumps/CraftGump.cs,ItemCandidate,SourceVerified,
CraftGumpItem,Gump,Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs,ItemCandidate,SourceVerified,
CraftItem,,Data/Scripts/Trades/Core/CraftItem.cs,ItemCandidate,SourceVerified,
CraftItemCol,System.Collections.CollectionBase,Data/Scripts/Trades/Core/CraftItemCol.cs,ItemCandidate,SourceVerified,
CraftItemIDAttribute,Attribute,Data/Scripts/Trades/Core/CraftItemIDAttribute.cs,ItemCandidate,SourceVerified,
CraftQueueGump,Gump,Data/Scripts/Trades/Core/Gumps/CraftQueueGump.cs,ItemCandidate,SourceVerified,
CraftQueueRow,,Data/Scripts/Trades/Core/CraftContext.cs,ItemCandidate,SourceVerified,
CraftRes,,Data/Scripts/Trades/Core/CraftRes.cs,ItemCandidate,SourceVerified,
CraftResCol,System.Collections.CollectionBase,Data/Scripts/Trades/Core/CraftResCol.cs,ItemCandidate,SourceVerified,
CraftSkill,,Data/Scripts/Trades/Core/CraftSkill.cs,ItemCandidate,SourceVerified,
CraftSkillCol,System.Collections.CollectionBase,Data/Scripts/Trades/Core/CraftSkillCol.cs,ItemCandidate,SourceVerified,
CraftSubRes,,Data/Scripts/Trades/Core/CraftSubRes.cs,ItemCandidate,SourceVerified,
CraftSubResCol,System.Collections.CollectionBase,Data/Scripts/Trades/Core/CraftSubResCol.cs,ItemCandidate,SourceVerified,
CraftSystem,,Data/Scripts/Trades/Core/CraftSystem.cs,ItemCandidate,SourceVerified,
CreateFoodMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/1st Circle/CreateFoodStaff.cs,ItemCandidate,SourceVerified,
CreatureBackpack,Backpack,Data/Scripts/Items/Containers/Container.cs,ItemCandidate,SourceVerified,
CreepyPortraitAddon,BaseAddon,Data/Scripts/Items/Special/Evil Home Decor Collection/CreepyPortrait.cs,ItemCandidate,SourceVerified,
CreepyPortraitComponent,AddonComponent,Data/Scripts/Items/Special/Evil Home Decor Collection/CreepyPortrait.cs,ItemCandidate,SourceVerified,
CreepyPortraitDeed,BaseAddonDeed,Data/Scripts/Items/Special/Evil Home Decor Collection/CreepyPortrait.cs,ItemCandidate,SourceVerified,
CrescentBlade,BaseSword,Data/Scripts/Items/Weapons/Swords/CrescentBlade.cs,ItemCandidate,SourceVerified,
CrestedShield,BaseShield,Data/Scripts/Items/Armor/Shields/CrestedShield.cs,ItemCandidate,SourceVerified,
CrimsonCincture,HalfApron,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CrimsonCincture.cs,ItemCandidate,SourceVerified,
Crossbow,BaseRanged,Data/Scripts/Items/Weapons/Bows/Crossbow.cs,ItemCandidate,SourceVerified,
CrossbowBolts,Item,Data/Scripts/Items/Special/Rares/Tinker/CrossbowBolts.cs,ItemCandidate,SourceVerified,
CrownOfTalKeesh,Bandana,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CrownOfTalKeesh.cs,ItemCandidate,SourceVerified,
CrystalRechargeInfo,,Data/Scripts/Items/Misc/CommunicationCrystals.cs,ItemCandidate,SourceVerified,
CrystalToken,Item,Data/Scripts/Items/Gifts/Crystal Token.cs,ItemCandidate,SourceVerified,
CrystalTokenGump,Gump,Data/Scripts/Items/Gifts/Gumps/Crystal Token Gump.cs,ItemCandidate,SourceVerified,
CrystallineJar,Item,Data/Scripts/Items/Potions/Bottles/CrystallineJar.cs,ItemCandidate,SourceVerified,
Crystals,Item,Data/Scripts/Items/Gems/Crystals.cs,ItemCandidate,SourceVerified,
CuSidheFormTalisman,BaseFormTalisman,Data/Scripts/Items/Special/Talismans.cs,ItemCandidate,SourceVerified,
CultistRobe,BaseOuterTorso,Data/Scripts/Items/Clothing/Robes.cs,ItemCandidate,SourceVerified,
CunningMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/2nd Circle/CunningStaff.cs,ItemCandidate,SourceVerified,
CupsArtifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
CureLevelInfo,,Data/Scripts/Items/Potions/Standard/Cure Potions/BaseCurePotion.cs,ItemCandidate,SourceVerified,
CureMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/2nd Circle/CureStaff.cs,ItemCandidate,SourceVerified,
CurePotion,BaseCurePotion,Data/Scripts/Items/Potions/Standard/Cure Potions/CurePotion.cs,ItemCandidate,SourceVerified,
CurseItem,LockableContainer,Data/Scripts/Items/Traps/CurseItem.cs,ItemCandidate,SourceVerified,
CurseMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/4th Circle/CurseStaff.cs,ItemCandidate,SourceVerified,
CurtainsAddon,BaseAddon,Data/Scripts/Items/Special/Heritage Items/Curtains.cs,ItemCandidate,SourceVerified,
CurtainsComponent,AddonComponent,Data/Scripts/Items/Special/Heritage Items/Curtains.cs,ItemCandidate,SourceVerified,
CurtainsDeed,BaseAddonDeed,Data/Scripts/Items/Special/Heritage Items/Curtains.cs,ItemCandidate,SourceVerified,
CurvedFlask,Item,Data/Scripts/Items/Misc/GlassItems.cs,ItemCandidate,SourceVerified,
CustomCraft,,Data/Scripts/Trades/Core/CustomCraft.cs,ItemCandidate,SourceVerified,
CustomHueGroup,,Data/Scripts/Items/Misc/Dyes/CustomHuePicker.cs,ItemCandidate,SourceVerified,
CustomHuePicker,,Data/Scripts/Items/Misc/Dyes/CustomHuePicker.cs,ItemCandidate,SourceVerified,
CustomHuePickerGump,Gump,Data/Scripts/Items/Misc/Dyes/CustomHuePicker.cs,ItemCandidate,SourceVerified,
Cutlass,BaseSword,Data/Scripts/Items/Weapons/Swords/Cutlass.cs,ItemCandidate,SourceVerified,
DDCopper,Item,Data/Scripts/Items/Relics/DDRelicMoney.cs,ItemCandidate,SourceVerified,
DDGemstones,Item,Data/Scripts/Items/Relics/DDRelicMoney.cs,ItemCandidate,SourceVerified,
DDGoldNuggets,Item,Data/Scripts/Items/Relics/DDRelicMoney.cs,ItemCandidate,SourceVerified,
DDJewels,Item,Data/Scripts/Items/Relics/DDRelicMoney.cs,ItemCandidate,SourceVerified,
DDRelicAlchemy,Item,Data/Scripts/Items/Relics/DDRelicAlchemy.cs,ItemCandidate,SourceVerified,
DDRelicArmor,Item,Data/Scripts/Items/Relics/DDRelicArmor.cs,ItemCandidate,SourceVerified,
DDRelicArts,Item,Data/Scripts/Items/Relics/DDRelicArts.cs,ItemCandidate,SourceVerified,
DDRelicBanner,Item,Data/Scripts/Items/Relics/DDRelicBanner.cs,ItemCandidate,SourceVerified,
DDRelicBearRugsAddon,BaseAddon,Data/Scripts/Items/Relics/DDRelicBearRugs.cs,ItemCandidate,SourceVerified,
DDRelicBearRugsAddonDeed,BaseAddonDeed,Data/Scripts/Items/Relics/DDRelicBearRugs.cs,ItemCandidate,SourceVerified,
DDRelicBook,Item,Data/Scripts/Items/Relics/DDRelicBook.cs,ItemCandidate,SourceVerified,
DDRelicClock1,Clock,Data/Scripts/Items/Trades/Tinkering/Clocks.cs,ItemCandidate,SourceVerified,
DDRelicClock2,Clock,Data/Scripts/Items/Trades/Tinkering/Clocks.cs,ItemCandidate,SourceVerified,
DDRelicClock3,Clock,Data/Scripts/Items/Trades/Tinkering/Clocks.cs,ItemCandidate,SourceVerified,
DDRelicCloth,Item,Data/Scripts/Items/Relics/DDRelicCloth.cs,ItemCandidate,SourceVerified,
DDRelicCoins,Item,Data/Scripts/Items/Relics/DDRelicCoins.cs,ItemCandidate,SourceVerified,
DDRelicDrink,Item,Data/Scripts/Items/Relics/DDRelicDrink.cs,ItemCandidate,SourceVerified,
DDRelicFur,Item,Data/Scripts/Items/Relics/DDRelicFur.cs,ItemCandidate,SourceVerified,
DDRelicGem,Item,Data/Scripts/Items/Relics/DDRelicGem.cs,ItemCandidate,SourceVerified,
DDRelicGrave,Item,Data/Scripts/Items/Relics/DDRelicGrave.cs,ItemCandidate,SourceVerified,
DDRelicInstrument,Item,Data/Scripts/Items/Relics/DDRelicInstrument.cs,ItemCandidate,SourceVerified,
DDRelicJewels,Item,Data/Scripts/Items/Relics/DDRelicJewels.cs,ItemCandidate,SourceVerified,
DDRelicLeather,Item,Data/Scripts/Items/Relics/DDRelicLeather.cs,ItemCandidate,SourceVerified,
DDRelicLight1,BaseLight,Data/Scripts/Items/Relics/DDRelicLight.cs,ItemCandidate,SourceVerified,
DDRelicLight2,BaseLight,Data/Scripts/Items/Relics/DDRelicLight.cs,ItemCandidate,SourceVerified,
DDRelicLight3,BaseLight,Data/Scripts/Items/Relics/DDRelicLight.cs,ItemCandidate,SourceVerified,
DDRelicOrbs,Item,Data/Scripts/Items/Relics/DDRelicOrbs.cs,ItemCandidate,SourceVerified,
DDRelicPainting,Item,Data/Scripts/Items/Relics/DDRelicPainting.cs,ItemCandidate,SourceVerified,
DDRelicReagent,Item,Data/Scripts/Items/Relics/DDRelicReagent.cs,ItemCandidate,SourceVerified,
DDRelicRugAddon,BaseAddon,Data/Scripts/Items/Relics/DDRelicRug.cs,ItemCandidate,SourceVerified,
DDRelicRugAddonDeed,BaseAddonDeed,Data/Scripts/Items/Relics/DDRelicRug.cs,ItemCandidate,SourceVerified,
DDRelicScrolls,Item,Data/Scripts/Items/Relics/DDRelicScrolls.cs,ItemCandidate,SourceVerified,
DDRelicStatue,Item,Data/Scripts/Items/Relics/DDRelicStatue.cs,ItemCandidate,SourceVerified,
DDRelicTablet,Item,Data/Scripts/Items/Relics/DDRelicTablet.cs,ItemCandidate,SourceVerified,
DDRelicVase,Item,Data/Scripts/Items/Relics/DDRelicVase.cs,ItemCandidate,SourceVerified,
DDRelicWeapon,Item,Data/Scripts/Items/Relics/DDRelicWeapon.cs,ItemCandidate,SourceVerified,
DDSilver,Item,Data/Scripts/Items/Relics/DDRelicMoney.cs,ItemCandidate,SourceVerified,
DDXormite,Item,Data/Scripts/Items/Relics/DDRelicMoney.cs,ItemCandidate,SourceVerified,
DJ_SE_Alchemy,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Anatomy,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_AnimalLore,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_AnimalTaming,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Archery,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_ArmsLore,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Blacksmith,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Bushido,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Carpentry,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Cartography,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Chivalry,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Cooking,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_DetectHidden,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Discordance,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Elementalism,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_EvalInt,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Fencing,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Fishing,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Fletching,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Focus,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Healing,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Herding,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Hiding,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Inscribe,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Lockpicking,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Lumberjacking,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Macing,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Magery,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_MagicResist,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Meditation,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Mining,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Musicianship,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Necromancy,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Ninjitsu,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Parry,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Peacemaking,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Poisoning,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Provocation,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_RemoveTrap,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Snooping,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_SpiritSpeak,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Stealing,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Stealth,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Swords,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Tactics,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Tailoring,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Tinkering,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
DJ_SE_Tracking,PowerScroll,Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs,ItemCandidate,SourceVerified,
