ClassName,DisplayName,SourcePath,Status,Notes
DamageStore,mutant plant the Captain of the Dead,Data/Scripts/Mobiles/Base/BaseCreature.cs,SourceVerified,
DarkCoreExodus,Exodus,Data/Scripts/Mobiles/Unique/Exodus.cs,SourceVerified,
DarkCoreGump,Exodus,Data/Scripts/Mobiles/Unique/Exodus.cs,SourceVerified,
DarkCultist,Dark Cultist,Data/Scripts/Custom/Mobiles/Cultists/DarkCultist.cs,SourceVerified,
DarkCultistApprentice,Dark Cultist Apprentice,Data/Scripts/Custom/Mobiles/Cultists/DarkCultistApprentice.cs,SourceVerified,
DarkDragonAvatar,Dark Dragon Avatar,Data/Scripts/Custom/Mobiles/Dragons/DarkDragonAvatar.cs,SourceVerified,
DarkDragonCultist,Dark Dragon Cultist,Data/Scripts/Custom/Mobiles/Cultists/DarkDragonCultist.cs,SourceVerified,
DarkHound,a dark hound,Data/Scripts/Mobiles/Hellish/DarkHound.cs,SourceVerified,
DarkReaper,a dark reaper,Data/Scripts/Mobiles/Undead/DarkReaper.cs,SourceVerified,
DarkUnicornRiding,,Data/Scripts/Mobiles/Mystical/DarkUnicornRiding.cs,SourceVerified,
DarkWisp,a wisp,Data/Scripts/Mobiles/Mystical/DarkWisp.cs,SourceVerified,
DarkWolfFamiliar,a dark wolf,Data/Scripts/Mobiles/Civilized/Familiars/DarkWolf.cs,SourceVerified,
DeadKnight,skull,Data/Scripts/Mobiles/Undead/DeadKnight.cs,SourceVerified,
DeadReaper,a dead wood tree,Data/Scripts/Mobiles/Plants/DeadReaper.cs,SourceVerified,
DeadWizard,staff the undead wizard,Data/Scripts/Mobiles/Undead/DeadWizard.cs,SourceVerified,
DeadlyScorpion,a deadly scorpion,Data/Scripts/Mobiles/Insects/DeadlyScorpion.cs,SourceVerified,
DeathAdder,a death adder,Data/Scripts/Mobiles/Civilized/Familiars/DeathAdder.cs,SourceVerified,
DeathBear,an undead bear,Data/Scripts/Mobiles/Undead/DeathBear.cs,SourceVerified,
DeathKnightDemon,demon wings of the Void,Data/Scripts/Mobiles/Civilized/DeathKnightDemon.cs,SourceVerified,
DeathVortex,an energy vortex,Data/Scripts/Mobiles/Summoned/DeathVortex.cs,SourceVerified,
DeathWolf,an undead wolf,Data/Scripts/Mobiles/Undead/DeathWolf.cs,SourceVerified,
DeathwatchBeetle,a deathwatch beetle,Data/Scripts/Mobiles/Insects/Beetles/DeathWatchBeetle.cs,SourceVerified,
DeathwatchBeetleHatchling,a deathwatch beetle hatchling,Data/Scripts/Mobiles/Insects/Beetles/DeathWatchBeetleHatchling.cs,SourceVerified,
DeepOne,,Data/Scripts/Custom/Mobiles/Godfrey2026/DeepOne.cs,SourceVerified,
DeepSeaDevil,manacle of the sea devil the sea devil,Data/Scripts/Mobiles/Daemons/DeepSeaDevil.cs,SourceVerified,
DeepSeaGiant,the deep sea giant,Data/Scripts/Mobiles/Goliaths/Giants/DeepSeaGiant.cs,SourceVerified,
DeepSeaSerpent,a deep sea serpent,Data/Scripts/Mobiles/Reptilian/Snakes/DeepSeaSerpent.cs,SourceVerified,
DeepWaterElemental,a deep sea elemental,Data/Scripts/Mobiles/Elementals/Elementals/DeepWaterElemental.cs,SourceVerified,
DemiLich,skull the demilich,Data/Scripts/Mobiles/Undead/DemiLich.cs,SourceVerified,
Demogorgon,Demogorgon,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Demogorgon.cs,SourceVerified,
Demon,a demon,Data/Scripts/Mobiles/Daemons/Demon.cs,SourceVerified,
DemonDog,,Data/Scripts/Mobiles/Hellish/DemonDog.cs,SourceVerified,
DemonGate,sword of balron,Data/Scripts/Mobiles/Daemons/Balron.cs,SourceVerified,
DemonOfTheSea,the daemon of the sea,Data/Scripts/Mobiles/Daemons/DemonOfTheSea.cs,SourceVerified,
DemonicGhost,a demonic ghost,Data/Scripts/Mobiles/Daemons/DemonicGhost.cs,SourceVerified,
DesertBird,a roadrunner,Data/Scripts/Mobiles/Animals/Birds/DesertBird.cs,SourceVerified,
DesertOstard,,Data/Scripts/Mobiles/Animals/Mounts/DesertOstard.cs,SourceVerified,
Devil,,Data/Scripts/Mobiles/Daemons/Devil.cs,SourceVerified,
Devil_Pact,the Devil,Data/Scripts/Magic/Enchantments/Mobiles/DevilPactMagic.cs,SourceVerified,
Devon,Devon,Data/Scripts/Mobiles/Civilized/Special/Devon.cs,SourceVerified,
DilithiumElemental,a dilithium elemental,Data/Scripts/Mobiles/Elementals/Gemmed/DilithiumElemental.cs,SourceVerified,
DiosMonster,Dio's Monster,Data/Scripts/Custom/Mobiles/Constructs/DiosMonster.cs,SourceVerified,
DireBear,,Data/Scripts/Mobiles/Animals/Bears/DireBear.cs,SourceVerified,
DireBoar,a dire boar,Data/Scripts/Mobiles/Animals/Misc/DireBoar.cs,SourceVerified,
DiseasedMummy,a diseased mummy,Data/Scripts/Mobiles/Undead/DiseasedMummy.cs,SourceVerified,
DiseasedRat,a diseased rat,Data/Scripts/Mobiles/Animals/Rodents/DiseasedRat.cs,SourceVerified,
Dog,a dog,Data/Scripts/Mobiles/Animals/Canines/Dog.cs,SourceVerified,
Dolphin,a dolphin,Data/Scripts/Mobiles/Animals/Misc/Dolphin.cs,SourceVerified,
Dracolich,the dracolich,Data/Scripts/Mobiles/Undead/Dracolich.cs,SourceVerified,
Dracula,Dracula the master vampire,Data/Scripts/Mobiles/Undead/Dracula.cs,SourceVerified,
DraculaBride,Dolengen the Countess of Gratz,Data/Scripts/Mobiles/Civilized/DraculaBride.cs,SourceVerified,
DragonGhost,a ghostly dragon,Data/Scripts/Mobiles/Undead/DragonGhost.cs,SourceVerified,
DragonGolem,a dragon golem,Data/Scripts/Mobiles/Dragons/Dragons/DragonGolem.cs,SourceVerified,
DragonHydra,Dragon Hydra,Data/Scripts/Custom/Mobiles/Dragons/DragonHydra.cs,SourceVerified,
DragonIllusion,Dragon Illusion,Data/Scripts/Custom/Mobiles/Dragons/DragonIllusion.cs,SourceVerified,
DragonKing,Chest of Dragon King Relics the dragon king,Data/Scripts/Mobiles/Dragons/Great Dragons/DragonKing.cs,SourceVerified,
DragonRider,,Data/Scripts/Mobiles/Civilized/Citizens/DragonRider.cs,SourceVerified,
DragonTurtle,turtle shell arms the dragon turtle,Data/Scripts/Mobiles/Dragons/DragonTurtle.cs,SourceVerified,
Dragonogre,a dragonogre,Data/Scripts/Mobiles/Dragons/Dragonogre.cs,SourceVerified,
Dragons,rusted item,Data/Scripts/Mobiles/Dragons/Dragons/Dragons.cs,SourceVerified,
Dragoon,a dragoon the ancient dragoon,Data/Scripts/Mobiles/Dragons/Dragons/Dragoon.cs,SourceVerified,
Drake,a drake,Data/Scripts/Mobiles/Dragons/Drakes/Drake.cs,SourceVerified,
DrakkhenBlack,a drakkhen,Data/Scripts/Mobiles/Dragons/Drakkhen.cs,SourceVerified,
DrakkhenRed,a drakkhen,Data/Scripts/Mobiles/Dragons/Drakkhen.cs,SourceVerified,
Drakkul,the drakkul,Data/Scripts/Mobiles/Humanoids/Drakkul/Drakkul.cs,SourceVerified,
DrakkulChief,the drakkul chieftain,Data/Scripts/Mobiles/Humanoids/Drakkul/DrakkulChief.cs,SourceVerified,
DrakkulMage,the drakkul shaman,Data/Scripts/Mobiles/Humanoids/Drakkul/DrakkulMage.cs,SourceVerified,
DreadSpider,a dread spider,Data/Scripts/Mobiles/Insects/Spiders/DreadSpider.cs,SourceVerified,
Dreadhorn,,Data/Scripts/Mobiles/Mystical/Dreadhorn.cs,SourceVerified,
Drider,a drider,Data/Scripts/Mobiles/Humanoids/Drider.cs,SourceVerified,
DriderWizard,a drider wizard,Data/Scripts/Mobiles/Humanoids/DriderWizard.cs,SourceVerified,
DriftwoodElemental,a driftwood elemental,Data/Scripts/Mobiles/Elementals/Elementals/DriftwoodElemental.cs,SourceVerified,
Druid,,Data/Scripts/Mobiles/Civilized/Vendors/Druid.cs,SourceVerified,
DruidGuildmaster,,Data/Scripts/Mobiles/Civilized/Guilds/DruidGuildmaster.cs,SourceVerified,
DruidTree,,Data/Scripts/Mobiles/Civilized/Vendors/DruidTree.cs,SourceVerified,
DrunkenPirate,,Data/Scripts/Mobiles/Civilized/Vendors/DrunkenPirate.cs,SourceVerified,
DullCopperElemental,a dull copper elemental,Data/Scripts/Mobiles/Elementals/Ore Elementals/DullCopperElemental.cs,SourceVerified,
DuneBeetle,a dune beetle,Data/Scripts/Mobiles/Insects/Beetles/DuneBeetle.cs,SourceVerified,
Durgar,a durgar,Data/Scripts/Mobiles/Humanoids/Durgar.cs,SourceVerified,
DustElemental,a dust elemental,Data/Scripts/Mobiles/Elementals/Elementals/DustElemental.cs,SourceVerified,
Eagle,an eagle,Data/Scripts/Mobiles/Animals/Birds/Eagle.cs,SourceVerified,
EarthElemental,an earth elemental,Data/Scripts/Mobiles/Elementals/Ore Elementals/EarthElemental.cs,SourceVerified,
Efreet,an efreet,Data/Scripts/Mobiles/Elementals/Efreet.cs,SourceVerified,
ElderBlackBearRiding,,Data/Scripts/Mobiles/Animals/Bears/ElderBlackBearRiding.cs,SourceVerified,
ElderBrownBearRiding,,Data/Scripts/Mobiles/Animals/Bears/ElderBrownBearRiding.cs,SourceVerified,
ElderDragon,dragon's chest the elder dragon,Data/Scripts/Mobiles/Dragons/Great Dragons/ElderDragon.cs,SourceVerified,
ElderGazer,an elder gazer,Data/Scripts/Mobiles/Unusual/ElderGazer.cs,SourceVerified,
ElderPolarBearRiding,,Data/Scripts/Mobiles/Animals/Bears/ElderPolarBearRiding.cs,SourceVerified,
ElderTitan,ancient titan chest the elder titan,Data/Scripts/Mobiles/Goliaths/Titans/ElderTitan.cs,SourceVerified,
ElectricalElemental,an electrical elemental,Data/Scripts/Mobiles/Elementals/Elementals/ElectricalElemental.cs,SourceVerified,
ElementalCalledAir,an air elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledAir.cs,SourceVerified,
ElementalCalledEarth,an earth elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledEarth.cs,SourceVerified,
ElementalCalledFire,a fire elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledFire.cs,SourceVerified,
ElementalCalledWater,a water elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledWater.cs,SourceVerified,
ElementalFiendAir,a starlight fiend,Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendAir.cs,SourceVerified,
ElementalFiendEarth,a corpser fiend,Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendEarth.cs,SourceVerified,
ElementalFiendFire,a lava fiend,Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendFire.cs,SourceVerified,
ElementalFiendWater,a watery fiend,Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendWater.cs,SourceVerified,
ElementalGuildmaster,,Data/Scripts/Mobiles/Civilized/Guilds/ElementalGuildmaster.cs,SourceVerified,
ElementalLordAir,the Lord of the Skies,Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordAir.cs,SourceVerified,
ElementalLordEarth,the Lord of the Earth,Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordEarth.cs,SourceVerified,
ElementalLordFire,the Lord of the Flame,Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordFire.cs,SourceVerified,
ElementalLordWater,the Lord of the Sea,Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordWater.cs,SourceVerified,
ElementalSpiritAir,a cloud spirit,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritAir.cs,SourceVerified,
ElementalSpiritEarth,an earth spirit,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritEarth.cs,SourceVerified,
ElementalSpiritFire,a lava spirit,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritFire.cs,SourceVerified,
ElementalSpiritWater,a water spirit,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritWater.cs,SourceVerified,
ElementalSteed,,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSteed.cs,SourceVerified,
ElementalSummonEnt,an ent,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonEnt.cs,SourceVerified,
ElementalSummonIce,an ice elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonIce.cs,SourceVerified,
ElementalSummonLightning,a lightning elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonLightning.cs,SourceVerified,
ElementalSummonMagma,a magma elemental,Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonMagma.cs,SourceVerified,
Elementalist,,Data/Scripts/Mobiles/Civilized/Vendors/Elementalist.cs,SourceVerified,
Elephant,an elephant,Data/Scripts/Mobiles/Animals/Misc/Elephant.cs,SourceVerified,
ElfBerserker,,Data/Scripts/Mobiles/Humanoids/Elves/ElfBerserker.cs,SourceVerified,
ElfBoatPirateArcher,the buccaneer,Data/Scripts/Mobiles/Humanoids/Sailors/BoatPirates.cs,SourceVerified,
ElfBoatPirateBard,the buccaneer,Data/Scripts/Mobiles/Humanoids/Sailors/BoatPirates.cs,SourceVerified,
ElfBoatPirateMage,the buccaneer,Data/Scripts/Mobiles/Humanoids/Sailors/BoatPirates.cs,SourceVerified,
ElfBoatSailorArcher,the sailor,Data/Scripts/Mobiles/Humanoids/Sailors/BoatSailors.cs,SourceVerified,
ElfBoatSailorBard,the sailor,Data/Scripts/Mobiles/Humanoids/Sailors/BoatSailors.cs,SourceVerified,
ElfBoatSailorMage,the sailor,Data/Scripts/Mobiles/Humanoids/Sailors/BoatSailors.cs,SourceVerified,
ElfMage,the drow wizard,Data/Scripts/Mobiles/Humanoids/Elves/ElfMage.cs,SourceVerified,
ElfMinstrel,the drow bard,Data/Scripts/Mobiles/Humanoids/Elves/ElfMinstrel.cs,SourceVerified,
ElfMonks,,Data/Scripts/Mobiles/Humanoids/Elves/ElfMonks.cs,SourceVerified,
ElfPirateCaptain,the drow pirate captain,Data/Scripts/Mobiles/Humanoids/Sailors/Pirates/ElfPirateCaptain.cs,SourceVerified,
ElfPirateCrew,the drow pirate,Data/Scripts/Mobiles/Humanoids/Sailors/Pirates/ElfPirateCrew.cs,SourceVerified,
ElfPirateCrewBow,the drow pirate,Data/Scripts/Mobiles/Humanoids/Sailors/Pirates/ElfPirateCrewBow.cs,SourceVerified,
ElfPirateCrewMage,the drow pirate,Data/Scripts/Mobiles/Humanoids/Sailors/Pirates/ElfPirateCrewMage.cs,SourceVerified,
ElfRogue,,Data/Scripts/Mobiles/Humanoids/Elves/ElfRogue.cs,SourceVerified,
Elric,Elric of Melnibone,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Elric.cs,SourceVerified,
Enchanter,,Data/Scripts/Mobiles/Civilized/Vendors/Enchanter.cs,SourceVerified,
EnergyHydra,Hydra of,Data/Scripts/Mobiles/Dragons/Hydras/EnergyHydra.cs,SourceVerified,
EnergyVortex,an energy vortex,Data/Scripts/Mobiles/Summoned/EnergyVortex.cs,SourceVerified,
Ent,a treant the ent,Data/Scripts/Mobiles/Plants/Ent.cs,SourceVerified,
EpicBookGump,a stranger the Gargoyle King,Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs,SourceVerified,
EpicCharacter,a stranger the Gargoyle King,Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs,SourceVerified,
EpicPet,an enslaved demon,Data/Scripts/Mobiles/Civilized/Special/EpicPet.cs,SourceVerified,
EternalGuardian,Eternal Guardian,Data/Scripts/Custom/Mobiles/Mystical/EternalGuardian.cs,SourceVerified,
EtherealBeetle,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealCuSidhe,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealDealer,Ethereal Guide,Data/Scripts/Mobiles/Civilized/Vendors/EtherealDealer.cs,SourceVerified,
EtherealHiryu,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealHorse,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealKirin,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealLlama,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealMount,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealOstard,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealReptalon,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealRidgeback,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealSwampDragon,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealUnicorn,ethereal horse,Data/Scripts/Mobiles/Animals/Mounts/Ethereals.cs,SourceVerified,
EtherealWarrior,,Data/Scripts/Mobiles/Mystical/EtherealWarrior.cs,SourceVerified,
Ettin,an ettin,Data/Scripts/Mobiles/Goliaths/Ettins/Ettin.cs,SourceVerified,
EttinShaman,an ettin shaman,Data/Scripts/Mobiles/Goliaths/Ettins/EttinShaman.cs,SourceVerified,
EvilBladeSpirits,a blade spirit,Data/Scripts/Mobiles/Summoned/EvilBladeSpirits.cs,SourceVerified,
EvilDruid,Evil Druid,Data/Scripts/Custom/Mobiles/Undead/EvilDruid.cs,SourceVerified,
EvilEnergyVortex,an energy vortex,Data/Scripts/Mobiles/Summoned/EvilEnergyVortex.cs,SourceVerified,
EvilEnt,the rotted ent,Data/Scripts/Mobiles/Plants/EvilEnt.cs,SourceVerified,
EvilHealer,the mortician,Data/Scripts/Mobiles/Civilized/Healers/EvilHealer.cs,SourceVerified,
EvilIcyVortex,an icy vortex,Data/Scripts/Mobiles/Summoned/EvilIcyVortex.cs,SourceVerified,
EvilMage,the wizard,Data/Scripts/Mobiles/Humanoids/Humans/EvilMage.cs,SourceVerified,
EvilMageLord,the,Data/Scripts/Mobiles/Humanoids/Humans/EvilMageLord.cs,SourceVerified,
EvilMount,,Data/Scripts/Mobiles/Animals/Mounts/EvilMounts.cs,SourceVerified,
EvilPlagueVortex,a plague vortex,Data/Scripts/Mobiles/Summoned/EvilPlagueVortex.cs,SourceVerified,
EvilScorchingVortex,a scorching vortex,Data/Scripts/Mobiles/Summoned/EvilScorchingVortex.cs,SourceVerified,
ExaltedDealer,,Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Exalted.cs,SourceVerified,
ExcavationDroid,the excavation droid,Data/Scripts/Mobiles/Constructs/Alien/ExcavationDroid.cs,SourceVerified,
Executioner,executioner's hood the executioner,Data/Scripts/Mobiles/Humanoids/Humans/Executioner.cs,SourceVerified,
Exodus,Exodus,Data/Scripts/Mobiles/Unique/Exodus.cs,SourceVerified,
EyeOfTheDeep,an eye of the deep,Data/Scripts/Mobiles/Unusual/EyeOfTheDeep.cs,SourceVerified,
Faerie,the faerie,Data/Scripts/Mobiles/Mystical/Faerie.cs,SourceVerified,
Fairy,a fairy,Data/Scripts/Mobiles/Summoned/Fairy.cs,SourceVerified,
FallenAngel,Fallen Angel,Data/Scripts/Custom/Mobiles/Daemons/FallenAngel.cs,SourceVerified,
FalseEarthGod,False Earth God,Data/Scripts/Custom/Mobiles/Titans/FalseEarthGod.cs,SourceVerified,
FalseFireGod,False Fire God,Data/Scripts/Custom/Mobiles/Titans/FalseFireGod.cs,SourceVerified,
FalseSeaGod,False Sea God,Data/Scripts/Custom/Mobiles/Titans/FalseSeaGod.cs,SourceVerified,
FalseWindGod,False Wind God,Data/Scripts/Custom/Mobiles/Titans/FalseWindGod.cs,SourceVerified,
Farmer,,Data/Scripts/Mobiles/Civilized/Vendors/Farmer.cs,SourceVerified,
FerelTreefellow,a ferel treefellow,Data/Scripts/Custom/Champions/Mobiles/Minions/FerelTreefellow.cs,SourceVerified,
Ferret,a ferret,Data/Scripts/Mobiles/Animals/Rodents/Ferret.cs,SourceVerified,
FetidEssence,a fetid essence,Data/Scripts/Custom/Champions/Mobiles/Minions/FetidEssence.cs,SourceVerified,
Fiend,sword of the fiend,Data/Scripts/Mobiles/Daemons/Fiend.cs,SourceVerified,
Fighter,,Data/Scripts/Mobiles/Civilized/Vendors/Fighter.cs,SourceVerified,
FinalExodus,Final Exodus,Data/Scripts/Custom/Mobiles/Constructs/FinalExodus.cs,SourceVerified,
FireAngel,Fire Angel,Data/Scripts/Custom/Mobiles/Serpents/FireAngel.cs,SourceVerified,
FireBat,a fire bat,Data/Scripts/Mobiles/Animals/Rodents/FireBat.cs,SourceVerified,
FireBeetle,,Data/Scripts/Mobiles/Insects/Beetles/FireBeetle.cs,SourceVerified,
FireDemon,a fire demon,Data/Scripts/Mobiles/Daemons/FireDemon.cs,SourceVerified,
FireElemental,a fire elemental,Data/Scripts/Mobiles/Elementals/Elementals/FireElemental.cs,SourceVerified,
FireGargoyle,,Data/Scripts/Mobiles/Gargoyles/FireGargoyle.cs,SourceVerified,
FireGiant,fire giant sack the fire giant,Data/Scripts/Mobiles/Goliaths/Giants/FireGiant.cs,SourceVerified,
FireIllusion,Fire Illusion,Data/Scripts/Custom/Mobiles/Elementals/FireIllusion.cs,SourceVerified,
FireKing,Fire King,Data/Scripts/Custom/Mobiles/Elementals/FireKing.cs,SourceVerified,
FireMephit,the fire mephit,Data/Scripts/Mobiles/Daemons/FireMephit.cs,SourceVerified,
FireNaga,a fire naga,Data/Scripts/Mobiles/Humanoids/Serpents/FireNaga.cs,SourceVerified,
FireSalamander,a fire slamander,Data/Scripts/Mobiles/Humanoids/Serpents/FireSlamander.cs,SourceVerified,
FireServant,Fire Servant,Data/Scripts/Custom/Mobiles/Elementals/FireServant.cs,SourceVerified,
FireSpirit,Fire Spirit,Data/Scripts/Custom/Mobiles/Elementals/FireSpirit.cs,SourceVerified,
FireSteed,,Data/Scripts/Mobiles/Hellish/FireSteed.cs,SourceVerified,
FireToad,a fire toad,Data/Scripts/Mobiles/Reptilian/Frogs/FireToad.cs,SourceVerified,
FireWyrmling,a fire wyrmling,Data/Scripts/Mobiles/Dragons/Young/FireWyrmling.cs,SourceVerified,
FisherGuildmaster,,Data/Scripts/Mobiles/Civilized/Guilds/FisherGuildmaster.cs,SourceVerified,
Fisherman,,Data/Scripts/Mobiles/Civilized/Vendors/Fisherman.cs,SourceVerified,
FleshGolem,a flesh golem,Data/Scripts/Mobiles/Constructs/Golems/FleshGolem.cs,SourceVerified,
FloatingEye,a floating eye,Data/Scripts/Mobiles/Unusual/FloatingEye.cs,SourceVerified,
ForestElemental,a forest elemental,Data/Scripts/Mobiles/Elementals/Elementals/ForestElemental.cs,SourceVerified,
ForestGiant,forest giant sack the forest giant,Data/Scripts/Mobiles/Goliaths/Giants/ForestGiant.cs,SourceVerified,
ForestOstard,,Data/Scripts/Mobiles/Animals/Mounts/ForestOstard.cs,SourceVerified,
ForgeHit,forge,Data/Scripts/Mobiles/Civilized/Citizens/TradesmanSmelter.cs,SourceVerified,
Forgotten,,Data/Scripts/Custom/Mobiles/Godfrey2026/Forgotten.cs,SourceVerified,
ForgottenCreation,,Data/Scripts/Custom/Mobiles/Godfrey2026/ForgottenCreation.cs,SourceVerified,
FortuneTeller,,Data/Scripts/Mobiles/Civilized/Healers/FortuneTeller.cs,SourceVerified,
Fox,a fox,Data/Scripts/Mobiles/Animals/Canines/Fox.cs,SourceVerified,
FrailSkeleton,a frail skeleton,Data/Scripts/Mobiles/Undead/FrailSkeleton.cs,SourceVerified,
FrenziedOstard,,Data/Scripts/Mobiles/Animals/Mounts/FrenziedOstard.cs,SourceVerified,
FriendlyNameAttribute,mutant plant the Captain of the Dead,Data/Scripts/Mobiles/Base/BaseCreature.cs,SourceVerified,
Frog,a frog,Data/Scripts/Mobiles/Reptilian/Frogs/Frog.cs,SourceVerified,
FrostGiant,frost giant sack the frost giant,Data/Scripts/Mobiles/Goliaths/Giants/FrostGiant.cs,SourceVerified,
FrostOoze,a frost ooze,Data/Scripts/Mobiles/Slimes/FrostOoze.cs,SourceVerified,
FrostSpider,a frost spider,Data/Scripts/Mobiles/Insects/Spiders/FrostSpider.cs,SourceVerified,
FrostTroll,a frost troll,Data/Scripts/Mobiles/Goliaths/Trolls/FrostTroll.cs,SourceVerified,
FrostTrollShaman,a frost troll shaman,Data/Scripts/Mobiles/Goliaths/Trolls/FrostTrollShaman.cs,SourceVerified,
FrozenCorpse,a frozen corpse,Data/Scripts/Mobiles/Undead/FrozenCorpse.cs,SourceVerified,
Fungal,a fungal,Data/Scripts/Mobiles/Plants/Fungal.cs,SourceVerified,
FungalMage,a fungal mage,Data/Scripts/Mobiles/Plants/FungalMage.cs,SourceVerified,
Furtrader,,Data/Scripts/Mobiles/Civilized/Vendors/Furtrader.cs,SourceVerified,
GalleonAddon,Necromancer Ship,Data/Scripts/Mobiles/Humanoids/Sailors/Pirates/GalleonAddon.cs,SourceVerified,
GalleonAddonDeed,Necromancer Ship,Data/Scripts/Mobiles/Humanoids/Sailors/Pirates/GalleonAddon.cs,SourceVerified,
Gardener,,Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Mobiles/Gardener.cs,SourceVerified,
Gargoyle,a gargoyle,Data/Scripts/Mobiles/Gargoyles/Gargoyle.cs,SourceVerified,
GargoyleAmethyst,an amethyst gargoyle,Data/Scripts/Mobiles/Gargoyles/GargoyleAmethyst.cs,SourceVerified,
GargoyleBones,gargoyle bones,Data/Scripts/Mobiles/Undead/GargoyleBones.cs,SourceVerified,
GargoyleCodexCorpse,Naxatilor the gargoyle,Data/Scripts/Mobiles/Unique/CodexGargoyles.cs,SourceVerified,
GargoyleEmerald,an emerald gargoyle,Data/Scripts/Mobiles/Gargoyles/GargoyleEmerald.cs,SourceVerified,
GargoyleMarble,a marble gargoyle,Data/Scripts/Mobiles/Gargoyles/GargoyleMarble.cs,SourceVerified,
GargoyleOnyx,an onyx gargoyle,Data/Scripts/Mobiles/Gargoyles/GargoyleOnyx.cs,SourceVerified,
GargoyleRuby,a ruby gargoyle,Data/Scripts/Mobiles/Gargoyles/GargoyleRuby.cs,SourceVerified,
GargoyleSapphire,a sapphire gargoyle,Data/Scripts/Mobiles/Gargoyles/GargoyleSapphire.cs,SourceVerified,
GargoyleWarrior,a gargoyle guard,Data/Scripts/Mobiles/Gargoyles/GargoyleWarrior.cs,SourceVerified,
GarnetElemental,a garnet elemental,Data/Scripts/Mobiles/Elementals/Gemmed/GarnetElemental.cs,SourceVerified,
Garth,Garth,Data/Scripts/Mobiles/Civilized/Special/Garth.cs,SourceVerified,
Garuda,,Data/Scripts/Custom/Mobiles/Godfrey2026/Garuda.cs,SourceVerified,
GasCloud,a poison cloud,Data/Scripts/Mobiles/Summoned/GasCloud.cs,SourceVerified,
Gazelle,a gazelle,Data/Scripts/Mobiles/Animals/Misc/Gazelle.cs,SourceVerified,
Gazer,a gazer,Data/Scripts/Mobiles/Unusual/Gazer.cs,SourceVerified,
GemDragon,an elder dragyn,Data/Scripts/Mobiles/Dragons/Dragons/GemDragons.cs,SourceVerified,
GemElemental,an elemental mineral,Data/Scripts/Mobiles/Elementals/Gemmed/GemElemental.cs,SourceVerified,
GenericBuyInfo,,Data/Scripts/Mobiles/Base/GenericBuy.cs,SourceVerified,
GenericSellInfo,,Data/Scripts/Mobiles/Base/GenericSell.cs,SourceVerified,
Genie,a genie,Data/Scripts/Mobiles/Civilized/Genie.cs,SourceVerified,
Geode,Geode the Earth Spirit,Data/Scripts/Custom/Mobiles/Elementals/Geode.cs,SourceVerified,
